gene_id	GTEX-OHPK-2326-SM-3MJH2	GTEX-PLZ4-2326-SM-EYYV5	GTEX-S32W-1326-SM-4AD5Q	GTEX-S341-0826-SM-4AD73	GTEX-SE5C-0926-SM-4BRUF	GTEX-T5JW-0326-SM-4DM6J	GTEX-T6MO-1026-SM-4DM72	GTEX-TSE9-2326-SM-EZ6ME	GTEX-U3ZN-1126-SM-4DXUL
ENSG00000231429.2	0	0	0.486	0.1943	0	0	0	0	0.3254
ENSG00000228826.2	0	0	0	0	0	0.3415	0	0	0
ENSG00000233432.2	0	0	0	0	0	0	0	0	0
ENSG00000272583.1	0.8754	0	0	0.1107	0.6846	0.1137	0	0.07753	0.2473
ENSG00000231752.5	0.04687	0.3834	0.4895	0.4506	0.6158	0.2923	0.1398	0.1494	0.1854
ENSG00000224857.1	0	0	0	0	0	0	0	0	0
ENSG00000276118.1	0	0	0	0	0	0	0	0	0
ENSG00000277095.1	0	0	0	0	0	0	0	0	0
ENSG00000277702.1	2.701	5.535	4.224	8.443	7.456	2.973	1.707	5.236	3.233
ENSG00000252830.2	0	0	0	0	0	0	0	0	0
ENSG00000264145.2	0	0	0	0	0	0	0	0	0
ENSG00000274927.1	0	0	0	0	0	0	0	0	0
ENSG00000242943.1	0	0	0	0	0	0	0	0	0
ENSG00000223495.2	0	0	0	0	0	0	0	0	0
ENSG00000235887.2	0	0	0	0.1259	0	0	0	0	0
ENSG00000203825.4	0	0.02066	0.02478	0	0	0.02034	0	0.02774	0
ENSG00000179571.10	0.1438	0.05058	0.182	0.4122	0	0.3984	0.143	0.1188	0
ENSG00000226028.2	0	0	0.2407	0	0	0	0	0	0
ENSG00000202167.1	0	0	0	0	0	0	0	0	0
ENSG00000207349.1	0	0	0	0.3133	0	1.287	0	0	0
ENSG00000252826.1	0	0	0	0	0	0	0	0	0
ENSG00000206737.1	0	0	0	0	0	0	0	0	0
ENSG00000232721.2	0.2024	0.1202	0.2162	0.03842	0.07125	0.7298	0.1359	0.0269	0.0429
ENSG00000223779.5	0	0.2982	0	0	0	0	0.5056	0	0.2394
ENSG00000242352.2	0	0	0	0.06059	0.02497	0.04148	0	0	0
ENSG00000270962.1	0	0	0	0	0	0	0	0	0
ENSG00000263590.2	0	0	0	0	0	0	0	0	0
ENSG00000252105.1	0	0	0	0	0	0	0	0	0
ENSG00000233430.3	0	0	0	0.04369	0	0	0	0	0
ENSG00000237503.2	0	0	0	0	0	0	0	0	0
ENSG00000265531.3	0.3978	0	1.278	0.511	0.4021	1.145	1.15	0.1952	0.05188
ENSG00000240929.2	1.488	0.8834	7.887	3.105	1.047	2.416	2.219	2.306	0.1051
ENSG00000234571.1	0.03825	0	0.236	0.05806	0.01795	0.1341	0.06846	0.02032	0
ENSG00000230186.3	0	0	0	0.1253	0	0	0.1478	0	0
ENSG00000203818.7	0.7246	0	2.752	3.928	0	2.904	0.9264	0.44	0
ENSG00000268074.1	0	0	0	0	0	0	0	0	0
ENSG00000263513.5	0.1179	0	0.1119	0.04474	0.05531	0	0.1055	0	0
ENSG00000270872.2	0.7293	0.1575	0.4406	0.8052	0.8711	0.5168	1.424	2.325	0
ENSG00000276674.1	0.09754	0	0	0	0	0	0	0	0
ENSG00000275075.1	0	0	0	0	0	0	0	0	0
ENSG00000275767.1	0	0	0	0	0	0	0	0	0
ENSG00000232527.7	0.9279	2.938	1.532	0.9186	2.347	3.27	3.033	7.718	1.368
ENSG00000276442.1	0	0	0	0	0	0	0	0	0
ENSG00000175658.4	0	0	0	0	0	0	0	0	0
ENSG00000276756.4	0	0	0	0	0	0	0	0	0
ENSG00000271567.1	0.1725	0.1365	0.08187	0.1309	0.2428	0.1344	0.1544	0.275	0.0731
ENSG00000271439.1	0	0	0	0	0	0	0	0	0
ENSG00000207205.1	0.4103	0	1.948	1.868	0	0.6396	0.7344	0	1.043
ENSG00000237343.1	0	0	0	0	0.2443	0.2029	0	0	0
ENSG00000233586.1	0.2212	0.467	1.12	0	0	0.115	0.132	0	1.375
ENSG00000266338.6	16.46	28.39	27.7	7.826	18.68	17.4	13.35	19.01	23.22
ENSG00000227212.3	0.9148	0.7242	3.04	0	0.4292	1.426	0.4094	0.7292	2.326
ENSG00000229002.1	0	0	0	0	0	0	0	0	0.2174
ENSG00000275291.1	0	0	0	0	0	0	0	0.4441	0
ENSG00000278099.1	0	0	0	0.6228	0	0	0	0	0
ENSG00000277918.1	0	0.6536	0	0	0	0	0	0	0
ENSG00000279782.1	0	0	0	0	0	0	0	0	0
ENSG00000277199.1	0	0	0	0	0	0	0	0	0.06735
ENSG00000224363.2	0	0	0	0	0.05261	0	0	0	0
ENSG00000278273.1	0	0	0	0	0	0	0	0	0
ENSG00000222854.1	0	0	0	0	0	0	0	0	0
ENSG00000273825.1	0	0	0	0	0	0	0	0	0
ENSG00000196369.10	1.203	2.046	1.618	0.9025	1.283	1.058	0.7625	1.314	1.437
ENSG00000271644.1	0	0	0	0	0	0	0	0	0
ENSG00000215784.5	0.2118	0.1341	0.1073	0.1286	0.106	0.04403	0.1264	0.04502	0.1676
ENSG00000283752.1	0	0	0	0	0	0	0	0	0
ENSG00000272419.6	1.632	2.536	8.608	1.728	1.872	2.151	1.623	2.837	9.82
ENSG00000277678.1	0	0	0	0	0	0	0	0	0
ENSG00000281571.2	1.031	3.809	3.344	0.7824	1.29	1.339	0.9995	1.826	7.646
ENSG00000223612.3	1.696	2.478	2.601	3.168	2.448	2.948	3.035	1.456	4.975
ENSG00000256374.2	0.2735	0.2165	0.2597	0.2076	0.385	0.2132	0.2448	0.436	0.1159
ENSG00000271291.1	0	0	0	0	0	0	0	0	0
ENSG00000276216.1	0.185	1.171	2.81	1.404	1.389	0.2883	0	0.1966	2.195
ENSG00000236140.1	0	1.125	0.3374	0	0	0.4155	0	0.2833	0.4518
ENSG00000162825.16	0.7751	0.9508	0.5752	0.3489	0.7559	0.5333	0.8165	0.5094	0.719
ENSG00000234367.1	0.0842	0	0.4796	0.1278	0.158	0	0	0.179	0.571
ENSG00000270384.1	0	0.3209	0	0	0	0	0.3628	0	0
ENSG00000270722.1	0.4128	1.307	0	0.6266	0.7747	0	0.3694	0	0
ENSG00000278182.1	0	0	0.238	0	0	0	0	0	0
ENSG00000275064.1	0.3998	0.5064	0.05061	0.08091	0.7503	0.1246	0.09541	0	0.1807
ENSG00000272150.5	1.875	1.512	1.327	3.518	1.361	1.02	0.6966	1.419	0.7497
ENSG00000117262.18	3.426	6.273	4.834	2.853	4.98	4.933	4.174	4.906	3.025
ENSG00000174827.13	0.2866	0.5835	0.8293	0.7458	0.3586	0.5106	0.513	0.4061	0.671
ENSG00000117281.15	0.9439	0.3019	0.7966	0.5645	0.6084	0.4905	1.075	0.4155	0.7274
ENSG00000265491.4	32.44	35.42	17.54	22.5	18.88	24.22	31.39	19.85	16.29
ENSG00000186141.8	24.73	28.24	20.57	23.86	18.06	23.09	24.99	25.23	19.07
ENSG00000186364.11	4.182	6.263	6.71	4.675	3.651	5.155	4.701	5.789	8.629
ENSG00000131788.15	62.47	80.3	124.8	68.61	65.24	93.93	95.11	67.47	190.6
ENSG00000278549.1	0	0	0	0	0	0	0	0	0
ENSG00000198483.12	18.41	19.47	19.3	19.43	11.03	12.58	8.161	13.37	17.08
ENSG00000143127.12	18.04	21.93	6.983	8.085	3.558	13.31	14.05	7.332	4.837
ENSG00000244619.2	0.355	0	0.6742	0.3593	0	0.369	0.8473	0.1258	0
ENSG00000131779.10	49.4	26.83	52.21	34.64	27.92	45.94	51.44	35.13	50.63
ENSG00000211451.12	3.358	3.339	4.199	1.958	1.153	3.799	4.471	2.546	3.853
ENSG00000265241.6	36.37	31.91	38.3	36.23	29.96	45.41	44.64	31.83	39.03
ENSG00000234222.6	0.5748	0.8089	0.8488	0.6786	0.4795	0.7965	1.235	1.14	1.429
ENSG00000271601.3	63.4	73.72	34.31	45.84	53.59	67.29	67.15	46.93	21.44
ENSG00000272031.2	3.49	3.082	2.539	2.567	2.214	3.218	3.502	1.546	1.183
ENSG00000121851.12	77.02	116.7	56.33	72.46	54.64	76.27	85.39	77.75	48.91
ENSG00000265972.5	2226	2248	1552	1111	478.3	1023	2893	2403	1063
ENSG00000168509.19	0.4619	0.1551	0.1595	0.06375	0.4204	0.5455	0.1503	0.08926	0.2136
ENSG00000201558.1	0.6192	0	0.3919	1.566	0.7747	0	0	0	0.3499
ENSG00000233396.7	0.482	0.327	0.4968	1.484	0.3618	0.6011	0.1479	0.1756	0.8171
ENSG00000271425.7	1.553	2.354	0.8053	1.194	1.041	0.7925	1.427	1.461	1.035
ENSG00000264343.5	1.907	1.314	1.087	1.053	0.9071	1.523	1.326	2.859	1.291
ENSG00000276509.1	0	0	0.06421	0	0	0.1054	0	0	0.05732
ENSG00000201789.1	0	0	0	0	0	0	0	0	0
ENSG00000271121.2	0	0	0	0	0	0	0	0	0
ENSG00000277406.1	1.681	4.862	3.887	0.3329	0.4116	1.14	1.832	0.4662	1.487
ENSG00000270339.3	0.05128	0.0812	0	0.1557	0	0	0	0	0.5216
ENSG00000273768.1	0	0	0	1.253	0	0	0.3694	0	1.05
ENSG00000274428.1	0.2115	0	0	0.3211	0	0	0.7573	0	0
ENSG00000277655.1	0	0	0.1425	0	0.2817	0	0	0.1595	1.018
ENSG00000277420.1	0.3734	0.02112	1.291	0.2834	0.3755	0.9355	0.5252	0.8221	0.09043
ENSG00000274408.1	0	0	0	0	0	0	0.4926	0	0
ENSG00000276975.2	0.6547	0.03987	1.861	0.49	0.3352	0.9743	0.9794	0.9343	1.164
ENSG00000274450.1	0	0	0	0	0	0	0	0	0
ENSG00000268043.7	10.49	8.372	14.86	7.475	5.163	8.976	10.77	7.579	10.38
ENSG00000244371.2	0	1.086	0.2367	0.1892	0.234	0	0.1116	0	0
ENSG00000234225.2	0	0	0	0	0.07187	0.05969	0	0	0
ENSG00000227242.4	0.03797	0.03006	0.07209	0	0	0	0.06796	0.02018	0.03218
ENSG00000225603.3	0	0.06438	0	0	0.07631	0	0	0.04321	0.03446
ENSG00000201142.1	0	0	0	0	0	0	0	0	0
ENSG00000230832.3	0	0.08637	0	0.1656	0	0.1701	0.04882	0.1739	0
ENSG00000283342.1	0.03239	0.02564	0	0.02458	0.0304	0.02525	0.02899	0	0
ENSG00000131791.7	39.79	54.81	40.26	20.62	21.06	29.71	39.44	36.05	18.3
ENSG00000237188.3	1.713	3.458	4.914	2.089	1.625	3.045	2.273	2.342	3.768
ENSG00000131781.12	2.352	3.328	4.547	4.255	2.161	3.192	2.836	1.761	5.165
ENSG00000180867.10	5.514	12.85	10.98	5.478	7.489	8.946	7.102	7.099	7.562
ENSG00000226015.2	1.652	2.65	4.458	3.498	1.999	3.118	2.49	1.733	3.722
ENSG00000236806.1	0.08515	0	0.6467	0.06463	0.1598	0.3982	0.3048	0.543	1.01
ENSG00000131778.18	22.02	59.11	73.52	25.1	42.48	48.27	33.08	38.16	36.4
ENSG00000278811.4	0.1111	0.6843	1.594	0.1781	0.5099	1.049	1.006	0.6628	0.7955
ENSG00000213226.4	0	0	0	0.107	0	0.05496	0	0	0.05977
ENSG00000226653.2	0	0	0	0	0.1523	0	0	0	0
ENSG00000207209.1	0	0	0	0	0	0	0	0	0
ENSG00000272443.1	0	0	0	0	0	0	0	0.1296	0
ENSG00000272480.1	0	0	0	0	0	0	0	0	0
ENSG00000116128.10	32.09	28.06	49.86	23.53	20.14	42.72	40.82	16.36	44.74
ENSG00000162836.11	4.837	11.34	28.71	4.289	2.985	4.627	9.328	16.41	28.96
ENSG00000277762.1	0	0	0	0	0	0	0	0	0
ENSG00000227139.1	0	0	0	0	0	0	0.1358	0	0
ENSG00000265107.2	22.43	16.32	12.81	12.86	23.02	14.92	9.882	3.03	1.596
ENSG00000234190.1	0	0	0.1339	0.2141	0.1324	0	0	0	0.2391
ENSG00000223728.3	0.02421	0	0.09195	0.07351	0.09089	0.3019	0	0	0.2052
ENSG00000121634.5	0	0	0	0	0.09759	0	0	0	0.08814
ENSG00000188092.14	3.961	7.865	8.586	4.534	3.345	5.068	5.465	7.226	4.644
ENSG00000215859.8	3.129	0.4768	2.764	1.803	0.6595	1.748	1.228	0.8358	2.269
ENSG00000244211.3	0	0	0	0	0	0	0	0	0
ENSG00000273059.1	1.05	0	0.9964	1.991	0.4925	0.409	0	0.2789	2.224
ENSG00000206791.1	0	0	0	0	0	0	0	0	0
ENSG00000274372.4	0.5756	0.1823	0.5465	1.049	0.5402	0.3589	0.103	1.285	1.854
ENSG00000206585.1	0.2064	2.614	0.3919	0	0	0	0	0	0.3499
ENSG00000229828.2	0.06188	0.2286	0.1175	0.1879	0	0.03215	0	0	0
ENSG00000263956.6	9.055	12.67	22.81	8.009	5.48	6.646	10.5	6.224	15.54
ENSG00000225080.1	0.3368	0.3999	2.878	0	0.7902	0.6563	1.356	0.2685	1.142
ENSG00000198658.4	0.1814	0.05744	0.6889	0.1101	0.06809	0.5655	0.6494	0.1928	0.369
ENSG00000227733.9	0.9449	0.03982	8.125	0.3163	3.736	0.3753	0.3794	0.3322	0.4812
ENSG00000232265.7	0.1754	0.101	2.149	0	0.5985	0.2237	0.02854	0	0.05406
ENSG00000238765.1	0	0	1.568	0	0.5165	0	0	0	0
ENSG00000224335.2	0.312	0	0	0	0	0	0.2792	0	0
ENSG00000227700.1	0.4653	0	0	0	0	0	0	0	0.1972
ENSG00000199879.1	0	0	0.8187	0	0	0	0	0.4583	2.193
ENSG00000234283.1	0	0	0.9181	0.2447	0	0	0	0.257	0.2732
ENSG00000228626.1	0	0	0.2255	0	0	0	0	0	0
ENSG00000274020.2	1.523	1.874	10.62	1.556	1.509	2.613	2.321	4.4	10.87
ENSG00000238107.1	0	0	0.3863	0.07721	0	0.07929	0	0	0.3018
ENSG00000235988.1	0	0	0.5825	0	0	0	0	0	0.3467
ENSG00000224481.1	0.05747	0	1.528	0	0	0	0.3086	0.1832	0.8281
ENSG00000252744.1	0	0	1.037	0	0	0	0	0	0
ENSG00000283676.1	0	0	0	0	0	0	0	0	0
ENSG00000202408.2	0.4339	0	5.356	0.3294	0	0	1.553	3.228	7.724
ENSG00000272824.1	6.739	0.3638	5.525	6.858	0.5749	1.313	0.8224	2.279	6.491
ENSG00000207340.1	0.8255	0	1.959	1.88	0	0.3217	0.7388	0.2193	1.05
ENSG00000252135.1	0	0	0.9521	0.7612	0	0	0	0	0
ENSG00000278596.1	0	0	0	0	0	0	0	0	0
ENSG00000238825.1	0	0	0.3967	1.269	0	0.3257	0	0	0.3542
ENSG00000231551.8	2.704	1.127	6.62	1.265	0.9539	1.03	1.565	2.517	6.582
ENSG00000201183.1	2.313	0.3329	7.984	2.553	0	0.3277	0.3763	0	4.99
ENSG00000225871.2	0.1866	0.5171	7.264	0.3187	0.613	0.9091	0.4175	1.884	8.028
ENSG00000280649.2	1.718	5.645	11.91	1.956	2.58	3.549	3.537	3.196	18.79
ENSG00000236334.2	0	0	0.01667	0.02665	0	0	0.01571	0.01866	0.1339
ENSG00000274210.1	2.051	0	3.895	2.803	1.155	0	1.836	1.526	2.087
ENSG00000270629.5	2.137	3.335	3.729	2.99	3.23	2.452	3.57	2.743	3.756
ENSG00000252515.2	0	0	0	0	0	0	0	0	0
ENSG00000177144.7	0	0	0.1066	0	0	0	0	0	0.04758
ENSG00000275140.1	0	0.09304	0	0.0892	0	0	0	0	0
ENSG00000271546.1	0	0	0	0	0	0	0	0	0
ENSG00000178104.19	8.638	6.467	6.395	4.538	6.451	5.296	4.422	3.687	6.839
ENSG00000252656.1	0	0	0	0	0	0	0	0	0
ENSG00000222788.1	0	0	0	0	0	0	0	0	0
ENSG00000254913.1	0	0	0	0	0	0	0	0	0
ENSG00000255148.2	0	0	0.116	0	0	0	0	0	0
ENSG00000254539.1	0.03895	0	0.3698	0	0.1462	0.2429	0.06972	0.08279	0
ENSG00000269713.7	9.086	10.41	13.62	8.977	9.803	7.896	10.35	9.36	10.68
ENSG00000274019.1	0	0	0.4925	0.09843	0	0	0	0	1.429
ENSG00000201699.1	0	0	0.3967	0	0	0	0	0	0.3542
ENSG00000274265.4	7.4	6.603	4.298	2.393	4.296	4.519	7.328	7.595	7.544
ENSG00000215861.5	12.81	2.987	5.924	3.029	3.949	3.506	2.078	1.581	10.33
ENSG00000272755.1	2.157	0	1.82	0.1819	1.124	0.9339	3.324	1.019	1.422
ENSG00000273591.1	0	0	0	0	0	0	0.2423	0	0
ENSG00000274423.1	0.1181	0	0	0.08967	0	0.09209	0	0	0.1001
ENSG00000271383.6	3.36	2.317	3.668	3.605	3.899	1.716	4.235	4.498	4.289
ENSG00000263464.2	0.1128	0.08932	0	0	0	0.08794	0	0.1199	0
ENSG00000277147.4	1.736	3.611	2.478	2.221	1.46	2.671	2.643	2.587	3.576
ENSG00000275557.1	1.06	0.4796	2.732	0.9196	1.563	2.597	1.898	1.288	6.932
ENSG00000206828.1	1.651	0.9804	3.919	5.639	6.198	1.609	2.217	0.2193	0
ENSG00000234232.7	0.02663	0.1265	0.07585	0.04042	0	0.04151	0.02383	0.08491	0.06772
ENSG00000275229.1	0	0	0	0	0	0	0	0	0
ENSG00000226500.2	0	0.1307	0	0	0.1549	0	0	0.08774	0
ENSG00000150337.13	0.8836	1.565	2.929	1.228	4.975	0.4669	1.019	0.1751	1.549
ENSG00000203814.6	0.4036	6.817	12.03	1.106	0.7575	0.5768	0.5218	44.25	20.58
ENSG00000233030.2	0.0454	0.3235	1.013	0.224	0.277	0.07078	0.08127	0.1327	1.693
ENSG00000183598.3	0.9059	1.043	1.876	1	0.3091	0.8987	0.2948	1.313	1.396
ENSG00000270882.2	0.0795	0.472	0.151	0.1207	0.1119	0	0	0	0.2696
ENSG00000203811.1	0.02282	0	0.13	0.03465	0	0	0	0	0.1161
ENSG00000203812.2	0.06165	0	0.3512	0	0	0	0.1104	0.06553	0.3136
ENSG00000220323.3	0	0.5435	1.564	0.1042	0.2577	0.6422	0.1229	0.5837	1.862
ENSG00000261716.1	6.39	22.53	21.23	4.877	3.476	7.69	8.312	15.11	31.76
ENSG00000203819.6	0.2334	0.8316	0.6649	0.4429	0.5477	1.274	0.6267	1.427	1.781
ENSG00000272196.2	0.06001	0	0.2279	0	0.3379	0.09355	0	0.3827	0.6104
ENSG00000203852.3	0	0.03614	0.04334	0	0	0.03558	0.04085	0	0.03869
ENSG00000270276.2	0.03855	0.06104	0	0	0	0	0.0345	0	0.03268
ENSG00000264207.1	0.2194	0.04343	0.05208	0.1249	0.05148	0.1283	0.5401	0.0583	0.465
ENSG00000184678.10	23.63	75.92	78.18	20.47	33.07	12.55	12.81	195.9	135.9
ENSG00000184260.5	3.558	5.084	5.768	2.371	2.769	9.471	2.796	7.471	2.207
ENSG00000184270.4	0.09248	0.1464	0.878	0.4211	0.1736	0	0.6621	0.8846	0.1568
ENSG00000178096.8	23.84	24.25	24.47	17.59	12.67	22.04	22.1	16.08	27.13
ENSG00000159164.9	10.61	10.35	9.046	8.499	10.27	18.78	14.19	14.3	5.484
ENSG00000143368.9	82.38	53.07	89.29	78.57	88.03	109.3	103.8	51.1	92.47
ENSG00000014914.20	31.29	78.65	32.54	39.15	28.33	39.9	46.53	35.34	20.02
ENSG00000264522.5	17.98	15.6	10.98	14.1	6.874	11.99	21.21	16.99	15.74
ENSG00000223945.2	0.2723	0.308	0.2955	0.4725	0.2191	0.2426	0.3482	0.4962	0.3957
ENSG00000136631.12	32.75	34.13	39.27	25.74	30.73	49.37	39.77	29.75	29.08
ENSG00000023902.13	64.32	127.1	38.41	57.53	58.01	103.5	143.3	67.53	23.83
ENSG00000266187.2	0	0	0	0	0	0	0	0	0.1952
ENSG00000143401.14	38.57	35.25	41.24	41.53	30.79	49.9	40.85	53.94	33.9
ENSG00000222222.1	0.1781	1.128	0	0.2704	0	0.2777	0	0.568	1.51
ENSG00000276110.1	0.2048	0	0.2917	0	0	0.07983	0.09166	0.1088	0
ENSG00000118298.10	0.455	1.091	3.272	0.3767	1.346	18.91	5.059	3.268	0.9583
ENSG00000117362.12	109.9	101.1	99.4	120.7	110.5	111.7	131.2	118.1	119.8
ENSG00000118292.8	45.68	67.72	31.58	34.31	32.02	61.53	44.89	60.25	11.2
ENSG00000159208.15	16.55	11.36	9.319	16.27	9.517	24.14	31.7	12.86	15.07
ENSG00000266472.5	87.62	105.2	101.7	70.35	74.41	96.37	74.36	94.99	100.2
ENSG00000117360.12	36.86	57.83	59.35	46.48	26.23	42.63	49.85	64.92	57.88
ENSG00000163125.15	31.96	28.67	23.26	29.14	14.4	22.17	28.71	18.77	26.81
ENSG00000143374.16	20.34	17.91	35.08	16.38	20.46	22.06	20.59	18.52	38.31
ENSG00000283933.1	0	0	0	0	0	0	0	0	0
ENSG00000143369.14	17.05	22.92	35.06	19.41	58.52	16.35	9.593	68.45	76.47
ENSG00000228126.1	0.2392	0.1894	0.7949	0.6354	0.2245	0.7458	1.284	1.208	1.318
ENSG00000237781.3	3.769	1.801	3.105	19.43	10.94	9.644	3.691	5.063	12.66
ENSG00000143382.14	95.8	133.8	43.39	81.84	49.08	42.83	109.5	132.4	27.13
ENSG00000264553.1	0.7871	2.493	0.7473	0	3.694	2.454	2.113	1.255	3.336
ENSG00000203804.4	2.038	1.699	0.9167	6.758	3.524	0.9198	1.056	1.283	0.773
ENSG00000277452.1	1.019	0	0.215	2.234	2.125	0.3529	0.4052	0.4812	0.7676
ENSG00000274963.1	1.811	0.1792	0.215	4.124	4.674	1.235	1.621	0.3609	0.1919
ENSG00000143384.12	503.3	229.2	222.5	1439	516.3	237.8	474.5	237.9	104
ENSG00000253047.1	1.399	3.1	3.187	1.274	1.05	1.744	1.502	2.676	3.32
ENSG00000143420.18	80.98	98.94	69.7	80.3	58.3	76.66	76.38	107.4	52.73
ENSG00000276103.1	0.8679	0.4581	3.296	0.4391	0	0	1.036	0.6149	0.4904
ENSG00000143457.10	24.92	31.17	35	23.06	18.45	19.31	19.35	23.28	35.65
ENSG00000143452.15	0.05629	0.02228	0.1336	0.1068	0.2113	0.06582	0.1008	0	0.3817
ENSG00000206931.1	0	0	0	0	0	0	0.5662	0	0
ENSG00000163131.10	10.56	7.2	27.53	21.89	72.21	10.4	6.663	6.841	53.17
ENSG00000236713.1	0	0.2874	0	0.551	0	0.2829	0	0.1929	0
ENSG00000143387.12	222.7	210.1	95.23	189.2	117.6	97.95	131.2	215.6	95.15
ENSG00000224690.2	0.1593	0.7566	0.7561	0	0.1495	0.1242	0	0.5925	0.27
ENSG00000143437.20	52.78	54.1	45.67	52.31	45.92	45.26	57.25	79.69	44.6
ENSG00000200175.1	0	0	0	0	0	0	0	0	0
ENSG00000224800.1	0.07555	0	7.46	0.4588	0.2836	0.7067	0.1352	1.285	22.8
ENSG00000283324.1	0	0	0.5229	0	0	0	0.0493	0.1464	2.194
ENSG00000229357.1	0	0	0	0	0	0	0	0	0.1804
ENSG00000143379.12	24.1	31.67	29.37	22.31	18.12	24.12	28.55	27.56	33.28
ENSG00000143418.19	73.28	116.5	81.35	82.8	74.65	63.23	84.05	126.8	65.22
ENSG00000231073.1	0.09198	0.1456	0.1746	0.2792	0	0	0.1646	0.391	0.1559
ENSG00000143412.9	10.9	13.09	11.05	12.01	4.349	6.588	11.94	11.21	10.5
ENSG00000143409.15	36.69	46.58	34.63	28.85	12.9	20.86	28.55	32.72	23.95
ENSG00000143363.15	30.92	37.67	28.49	30.28	18.5	24.72	35.39	33	27.8
ENSG00000200759.1	0	0	0	0	0	0	0	0.3362	0.5363
ENSG00000163141.18	0.4799	0.908	2.311	0.8172	0.4393	0.6021	3.75	1.294	9.444
ENSG00000143443.9	9.779	12.08	15.79	11.61	10.21	13.64	15.7	11.81	20.16
ENSG00000197622.12	87	163.3	107.1	153.4	177.8	105.1	173	128.7	67
ENSG00000213190.3	5.375	13.9	11.22	13.58	21.5	28.23	25.04	7.66	6.611
ENSG00000143458.11	11.31	14	15.85	14.95	9.88	12.89	15.94	11.58	16.99
ENSG00000233717.1	0	0	0	0	0	0	0	0	0
ENSG00000261168.1	1.036	1.849	0.4603	1.639	0.579	0.6183	1.578	0.6323	0.2241
ENSG00000143434.15	18.79	29.8	21.72	22.68	12.52	18.34	33.66	20.9	11.74
ENSG00000163154.5	4.151	1.151	5.351	6.992	14.28	5.291	4.719	0.7407	3.75
ENSG00000163155.11	14.26	23.65	20.59	18.27	4.867	8.78	17	17.63	15.3
ENSG00000163156.11	23.48	22.84	21.9	16.12	14.75	22.33	16.7	21	20.07
ENSG00000163157.14	1.609	0.1864	2.869	1.072	0.8102	0.8565	1.932	0.7507	2.894
ENSG00000163159.12	54.69	69.11	54.17	52.15	45.22	59.58	51.78	53.52	52.01
ENSG00000143398.19	42.16	37.48	44.02	41.73	39.76	40.33	50.19	49.76	37.25
ENSG00000159352.15	172.2	177.4	154	125.2	130	155.2	149.7	148.6	146.4
ENSG00000232671.5	0.6551	1.21	0.622	0.4972	0.4099	1.532	0.3909	0.9283	0.9255
ENSG00000143373.17	23.55	16.65	17.84	18.19	13.42	19.71	24.25	20.56	27.6
ENSG00000143393.16	75.37	88.04	82.67	70.07	61.16	96.45	108.9	113.9	93.76
ENSG00000265753.2	0	0.7146	0.8569	0	0.4235	0.3518	0	0.9593	0.7651
ENSG00000273481.1	0	0	0.6681	0	0	0.1097	0.2519	0.1496	1.312
ENSG00000143390.17	27.43	29.71	30.98	26.72	22.6	30.26	32.55	25.53	15.74
ENSG00000237976.1	1.418	0	2.326	0.8808	0.726	2.312	1.154	0.2741	1.093
ENSG00000143416.20	118.2	176.8	238.4	169.1	135	289.4	142.4	130.4	479.4
ENSG00000159377.10	412.2	406.8	368.2	333.9	384.6	452.8	399	412.6	322.6
ENSG00000143442.21	55.43	108	98.37	67.77	39.59	55.73	87.38	94.16	146.4
ENSG00000238711.1	0	0	0	0	0	0	0	0	0
ENSG00000143375.14	0.7179	0.3621	37.94	1.292	11.17	3.219	3.104	11.32	79.81
ENSG00000252840.1	0	0	0	0	0	0	0	0.6662	0
ENSG00000143367.15	12.63	9.802	11.53	9.067	12.8	11.77	14.22	13.25	16.73
ENSG00000232536.1	0.1287	0.1019	0.1222	0	0.2416	0	0	0.4787	0.4364
ENSG00000207606.1	0	0	0	0	0	0	0	0	0
ENSG00000223861.1	0.3419	0.5413	0	0.2076	0.385	0.1066	0.2448	0.5087	0.6955
ENSG00000250734.2	0.5077	1.072	0	0.5138	0.6353	2.638	1.212	0	0
ENSG00000143376.12	22.83	27.92	26.96	22.98	20.88	21.91	28.64	28.7	22.85
ENSG00000206635.1	0	0	0	0	0	0	0	0	0
ENSG00000227045.1	0.1754	0.1388	0.666	0	0	0	0.157	0.6524	0.446
ENSG00000159409.14	0.1752	0.07566	3.115	0.2055	0.1046	0.3476	0.4134	0.2285	9.707
ENSG00000178796.12	0.5239	0.237	15.95	0.5227	0.5058	1.097	0.7503	2.164	19.97
ENSG00000206980.1	0	0	0	0	0	0	0	0	0
ENSG00000269621.1	0.3761	0.2977	37.31	1.57	4.412	4.104	2.019	9.393	87.67
ENSG00000236940.1	0.07326	0	2.504	0	0.275	0.1142	0	0.545	4.72
ENSG00000143436.10	74.04	82.19	63.85	58.62	57.62	85.76	70.53	60.56	55.68
ENSG00000143450.16	0.238	0.6337	1.109	0.2956	0.1827	0.2867	0.3485	0.3564	2.531
ENSG00000268288.1	0	0.957	0	0	0.5672	0.9422	0	0	0.5123
ENSG00000249602.1	0	0.638	1.913	0.6117	0.3781	1.256	0.7212	0.8565	1.708
ENSG00000182134.15	1.551	3.552	4.103	1.703	2.074	2.944	1.063	1.814	3.062
ENSG00000203288.3	0.3841	1.292	2.644	0.2186	0.5407	0.5239	0.7734	0.5103	1.546
