gene_id	GTEX-OHPK-2326-SM-3MJH2	GTEX-PLZ4-2326-SM-EYYV5	GTEX-S32W-1326-SM-4AD5Q	GTEX-S341-0826-SM-4AD73	GTEX-SE5C-0926-SM-4BRUF	GTEX-T5JW-0326-SM-4DM6J	GTEX-T6MO-1026-SM-4DM72	GTEX-TSE9-2326-SM-EZ6ME	GTEX-U3ZN-1126-SM-4DXUL
ENSG00000266389.1	0	0.2666	0.3198	0.7669	0.3161	0.2625	0	0.08949	0
ENSG00000265975.1	0.6077	0	0.1154	0	1.026	0.1895	0.3263	0.1292	0.6181
ENSG00000065320.8	14.98	13.93	20.88	11.8	5.743	8.481	12.6	12.64	27.72
ENSG00000262966.2	0.05371	0.07559	0.2606	0.02718	0.0112	0.08372	0.08545	0.08879	0.5564
ENSG00000273816.1	0	0.462	0.277	1.107	1.095	0.6823	0	0.9303	1.237
ENSG00000170310.14	15.18	28.86	15.23	16.58	16.23	19.42	17.15	22.44	13.06
ENSG00000263708.2	0	0	0	0	0	0	0	0	0
ENSG00000225751.2	0.1894	0	0.1798	0	0	0.2952	0	0	0.2408
ENSG00000262815.1	0.06598	0	0.2506	0	0	0	0	0	0.3356
ENSG00000263051.1	0	0	0	0	0	0	0	0	0
ENSG00000271851.1	1.711	1.309	3.844	1.277	1.124	2.178	1.429	2.303	1.402
ENSG00000166596.14	0.1906	0.3771	63.57	2.188	2.906	5.496	4.37	13.97	181.3
ENSG00000241654.1	0	0.369	1.217	0	0	0.1816	0	0.1238	3.457
ENSG00000265349.1	0	0	3.688	0	0	1.297	0	0	7.055
ENSG00000154914.16	0.1564	0.2584	31.19	1.435	3.318	4.314	4.54	4.697	39.34
ENSG00000262296.1	0	0	0.3296	0	0	0	0	0	0
ENSG00000282882.1	0.02154	0	0	0	0	0	0	0	0
ENSG00000184544.11	0.1682	0.3196	0.06389	0	0.1263	0.05245	0.06022	0	0
ENSG00000214978.7	0	0.09419	0	0	0	0	0	0	0
ENSG00000283025.1	0	0	0	0	0	0	0	0	0
ENSG00000065325.12	3.3	6.73	2.772	1.299	3.989	1.107	2.222	7.287	0.4172
ENSG00000265593.1	0	0	0.115	0	0	0	0	0.1287	0
ENSG00000109047.7	0.3708	0.2202	0.198	0.7915	1.24	0.3432	1.286	0.2094	0.1964
ENSG00000007237.18	28.76	25.5	20.35	36.88	58.8	30.85	31.53	15.8	26.33
ENSG00000242692.1	0.1437	0.2276	0	0.4363	0.1349	0.112	0.2573	0.1528	0.2437
ENSG00000273388.1	2.459	1.025	0.1229	0.5894	0.4859	0.1009	0.2317	0	0
ENSG00000006788.13	0.03376	0.03564	0.02137	0.04271	0.07393	0	0	0	0.00954
ENSG00000264067.1	0.6946	1.3	0.1199	0.5752	0.3556	0.09844	0.113	0	0
ENSG00000272736.5	0	0.308	0	0	0	0.3032	0.1741	0	0
ENSG00000133020.4	0.06762	0	0.0535	0.05132	0.02115	0	0	0	0.009552
ENSG00000264424.1	0.01688	0	0.01068	0.03416	0	0	0.02014	0	0
ENSG00000109061.9	2.011	0.07117	0.04268	0.1962	0.04218	0.008759	0.6939	0.03583	0.05715
ENSG00000125414.18	3.957	0.1031	0.01031	0.06591	0.1019	0	3.352	0.04615	0.0276
ENSG00000214970.8	0.4133	0.1454	0	0.1046	0.1293	0	0	0	0
ENSG00000109063.14	6.089	7.448	7.048	6.979	4.683	7.508	7.998	9.26	9.115
ENSG00000261433.1	0.3754	0.1981	0.2376	0.2849	0.1174	0.3901	0.5599	0.532	0.3182
ENSG00000133028.10	8.746	7.45	10.57	7.505	8.333	10.04	10.33	6.652	8.312
ENSG00000263388.1	0	0	0	0.9515	0	0	0	0	1.063
ENSG00000170222.11	20.28	46.58	18.24	15.92	10.79	15.99	19.56	41.56	19.4
ENSG00000187824.8	9.813	6.282	9.734	11.21	6.208	12.24	10.02	7.328	10.35
ENSG00000264176.1	6.371	4.203	8.569	3.728	1.744	8.07	6.058	7.054	9.113
ENSG00000263400.6	2.052	1.805	1.732	2.279	1.248	1.778	1.327	1.979	1.933
ENSG00000264016.2	1.736	0.07232	1.648	1.248	0.6001	1.424	1.226	1.214	1.239
ENSG00000240813.2	0.1422	0	0	0.1079	0	0	0	0.07557	0
ENSG00000266114.1	0	0	0	0	0	0	0	0	0
ENSG00000263429.3	0.04194	0	0.7964	0.1273	0	0.09808	0.07507	0.2452	1.387
ENSG00000279542.1	0	0	0	0	0	0	0	0	0
ENSG00000233670.6	0.03554	0	0.135	0.02697	0	0	0.0318	0.01888	0.1807
ENSG00000263508.5	0.8309	0.2077	0.4982	1.46	0	1.432	0.4696	0.9295	0.1483
ENSG00000207242.1	0	0	0.6063	0	0	0.9956	0.5716	0.3394	0.5413
ENSG00000244753.2	0	0	0.6801	0.5437	0.112	0	0.2137	0.1903	0.506
ENSG00000243346.3	0	0	0	0	0	0	0	0	0
ENSG00000188803.14	3.981	1.93	2.382	1.82	3.248	4.82	4.398	2.911	1.339
ENSG00000264727.1	0.3376	0.08223	0.641	0.7686	0.7311	3.481	2.835	1.918	0.1761
ENSG00000007174.17	0.1264	0.3411	23.01	1.113	1.275	1.773	1.769	4.146	101.9
ENSG00000263684.1	0	0	0	0.4144	0	0	0	0.5802	0.4627
ENSG00000266368.1	1.544	0.3491	1.256	0.6694	0.2069	0.8594	0.592	0	0.9345
ENSG00000154957.13	9.979	10.28	12.47	10.74	7.941	10.59	9.503	10.09	12.92
ENSG00000241185.2	0.1015	0	0.3214	0	0	0	0	0	0
ENSG00000065559.14	26.4	21.27	21.05	23.18	17.94	21.52	27.74	22.04	21.8
ENSG00000252707.1	0	0	0	0	0	0	0	0	0
ENSG00000266297.1	0	0	0	0	0	0	0	0	0
ENSG00000263648.1	0.3994	0.1581	0.3792	0.4547	0.1874	1.401	0.3574	4.245	0.1693
ENSG00000265400.1	0.04714	0	0	0	0	0	0	0	0
ENSG00000179136.6	0.4467	1.132	0.1131	0.1959	0.09315	0.1702	0.2487	0.2637	0.06731
ENSG00000141052.17	32.11	44.47	8.708	14.33	21.1	24.32	40.6	9.638	3.158
ENSG00000227274.1	0	0	0	0	0	0.04616	0.053	0.2203	0
ENSG00000265489.1	0.1593	3.333	0.4105	0.639	0.4484	0.6208	0.8553	1.487	0.1929
ENSG00000006740.16	13.07	21.98	23.41	16.66	10.84	12.33	16.12	16.86	26.11
ENSG00000265503.1	0	0	0	0	0	0	0	0	0
ENSG00000280168.1	2.88	1.473	3.113	1.614	0.4989	1.312	2.617	0.9417	3.154
ENSG00000277621.1	0.8679	0.5497	3.625	0.2635	0.3258	0.4059	1.243	1.476	1.324
ENSG00000006744.18	50.69	32.43	58.4	38.18	46.75	58.4	49.65	39.54	61.41
ENSG00000273098.1	0	0	0	0	0	0	0	0	0
ENSG00000234634.1	0	0	0	0	0	0	0	0	0
ENSG00000153976.2	0.9531	2.651	1.418	3.461	3.046	2.992	2.836	2.272	0.3275
ENSG00000221698.1	0	0	0	0	0	0	0	0.3049	0
ENSG00000236088.9	1.541	3.653	5.077	1.369	1.948	1.929	1.83	3.678	2.889
ENSG00000265494.1	0	0	0	0	0	0	0	0	0
ENSG00000233852.1	0	0	1.27	0	0.3137	0.1303	0	0	0.2834
ENSG00000266744.1	0	0	0	0.3016	0	0	0.4742	0.2112	0.1123
ENSG00000141028.6	0.12	0.5701	1.595	0.2733	0.3379	0.09355	0.7519	0.574	0.9157
ENSG00000006695.10	9.828	10.86	10.56	7.208	10.17	11.86	7.602	6.294	7.978
ENSG00000252305.1	0	0	0.3571	0	0	0	0	0	0
ENSG00000231595.1	0.1762	1.116	1.004	0.3343	0.5787	0.7209	0.8672	1.1	0.9707
ENSG00000223510.6	0.04345	0	0.0825	0.1979	0.1631	0.1355	0.3889	0	0.221
ENSG00000262786.1	0	0	0	0	0	0	0	0	0
ENSG00000125430.8	1.873	2.706	4	3.734	2.853	1.544	2.156	2.366	2.384
ENSG00000266709.1	0.2868	0.06488	0.1556	0.7153	0.9998	0.543	0.22	1.481	0.06947
ENSG00000266378.1	0	0.05009	0.1201	0.3842	0.1187	0.04931	0.02831	0.1177	0
ENSG00000230647.1	0	0	0	0.2556	0	0	0	0	0.07137
ENSG00000230897.1	3.761	2.218	0.8401	1.567	1.246	1.494	1.32	6.505	1
ENSG00000226130.1	0	0	0	0	0	0	0	0	0
ENSG00000205325.1	0	0	0.04288	0	0	0	0.04042	0	0
ENSG00000238212.2	0	0	0	0	0	0	0	0	0
ENSG00000226156.1	0	0	0	0	0	0	0	0	0
ENSG00000232058.1	0	0	0	0	0	0	0	0	0
ENSG00000259944.1	0	0	0	0	0	0	0	0	0
ENSG00000265163.1	0	0	0	0	0	0	0	0	0
ENSG00000109099.13	382.2	394.3	150.5	379.8	374.4	478.4	408.6	274.6	74.13
ENSG00000265110.1	0	0	0	0	0	0	0	0	0
ENSG00000279660.1	1.235	0.8802	0.1759	0.9376	0.9854	1.252	1.106	0.5908	0.2094
ENSG00000265445.1	0.1343	0.4253	0.5101	0	0	0	0	0	0
ENSG00000230971.1	0	0	0	0	0	0.05952	0.06834	0	0
ENSG00000237377.2	0	0	0	0	0	0	0	0	0
ENSG00000125409.12	0.4625	2.288	11.44	1.119	0.9223	4.168	1.94	3.963	36.21
ENSG00000200437.1	0	0	0	0	0	0	0	0	1.609
ENSG00000279567.1	0	0	0	0	0	0	0	0.1296	0
ENSG00000266667.1	0.1258	0.1992	0.2389	0	0.2362	0.09808	0.3378	0.06686	0.5333
ENSG00000239888.3	0.111	0	0	0	0	0	0	0.3538	0.1881
ENSG00000239704.10	8.406	25.5	58.09	15.54	9.992	19.8	23.91	46.24	110.6
ENSG00000234324.1	0.3672	0	0.5811	0.2787	0	0.3817	0.2191	0.3253	3.424
ENSG00000175106.16	1.673	4.231	5.159	3.689	2.305	2.579	3.963	6.681	7.313
ENSG00000223878.1	1.539	3.869	14.78	3.847	4.416	3.95	5.67	8.945	34.98
ENSG00000266538.1	0.7474	0	1.419	0.3242	1.603	0.3329	2.102	0.9078	1.991
ENSG00000241322.10	0.04387	0.2362	0.6497	0.06659	0.494	0.1641	0.267	0.2145	1.413
ENSG00000252129.1	0	0	0	0	0	0	0	0.1999	0
ENSG00000221926.11	2.47	5.777	9.273	4.862	6.43	3.448	6.337	3.152	11.83
ENSG00000266261.1	0	0.5009	0.3003	0	0	0	0	0.1681	0.2681
ENSG00000108452.1	0	0.319	0	0	0.7563	0.3141	0	0.2141	1.366
ENSG00000187607.15	3.542	6.143	5.81	5.244	2.819	3.076	5.596	7.484	5.231
ENSG00000233966.1	1.062	0.5608	1.633	0.6144	0.4748	0.4732	1.177	0.7528	0.8577
ENSG00000214946.14	0.3577	0.7551	0.3499	0.51	0.1221	0.4562	0.873	1.578	1.874
ENSG00000233002.2	0	0	0.2152	0.2294	0	0	0.06762	0.1204	0.3202
ENSG00000267227.1	0	0	0	0.287	0	0	0	0	0
ENSG00000233193.1	0	0	0	0	0	0	0	0	0
ENSG00000227255.1	0	0	0	0	0	0	0	0	0
ENSG00000235430.1	0	0	0.03262	0	0.03225	0	0	0	0
ENSG00000251829.1	0	0	0	0	0	0	0	0	0
ENSG00000227018.1	0.09955	0	0.06301	0	0	0.1035	0	0	0.1125
ENSG00000179277.9	12.79	7.217	7.715	12.28	12.73	12.89	12.27	6.909	7.008
ENSG00000265519.1	12.19	10.5	13.89	13.92	13.36	11.71	11.52	11.71	7.607
ENSG00000276855.1	28.84	19.5	17.32	20.85	20.9	18.43	22.39	21.69	14.55
ENSG00000233090.1	0.184	0.5825	2.794	1.117	0	0.2868	0.3293	0.9775	0.3119
ENSG00000237057.2	0.03559	0	0	0	0	0	0	0	0
ENSG00000227790.7	0.02341	0	0	0	0	0	0	0	0
ENSG00000170425.3	4.077	1.019	3.667	2.162	3.039	0.4866	5.517	1.078	1.554
ENSG00000214941.7	19.54	40.01	28.95	20.87	15.91	19.09	22.25	31.84	24.38
ENSG00000011295.15	32.94	34.21	37.57	28.57	26.84	28.84	34.35	40.39	35.03
ENSG00000275413.1	6.442	7.124	11.26	6.675	3.647	4.623	8.603	11.74	12.83
ENSG00000141027.20	26.88	38.62	24.86	24.38	21.05	28.67	28.51	32.4	23.81
ENSG00000227782.2	5.344	21.74	12.79	5.342	3.67	6.706	7.699	19.12	14.81
ENSG00000233979.1	0	0.1576	0.3781	0	0	0	0	0	0
ENSG00000252383.1	0	0	0	0.494	0	0	0.5825	0	0
ENSG00000199674.1	0.3224	0	0	0	0	0	0	0	0
ENSG00000239221.3	0	0	0	0	0	0	0	0	0
ENSG00000108474.16	10.21	8.802	13.68	10.02	6.047	11.96	19.22	20.19	21.39
ENSG00000221355.1	0	0	0	0	0	0	0	0	0
ENSG00000166582.9	14.25	22.81	21.97	15.85	11.38	29.04	30.39	29.01	17.97
ENSG00000170315.13	322.8	268.1	260.2	278.6	278.8	282	246.8	255.8	154.5
ENSG00000265095.1	0	0.1194	1.002	0	0	1.175	0.2699	0	1.789
ENSG00000264739.1	0.01806	0.0286	0.06859	0.1371	0.0339	0	0	0	0.2756
ENSG00000187688.14	20.3	16.33	14.26	15.24	43.74	20.59	9.531	9.148	8.391
ENSG00000175061.17	242.9	371.5	257.5	234.5	228.2	163.2	192.3	331.5	257.4
ENSG00000277370.1	0	0.7548	0.9052	0	0	0	0	0	0.8082
ENSG00000266651.1	0.1113	0.3526	3.171	0.6761	1.672	2.083	2.391	3.313	1.321
ENSG00000181350.11	1.608	2.935	3.567	3.914	2.189	1.569	1.055	2.531	1.769
ENSG00000141040.14	6.656	3.291	4.165	4.929	3.631	5.136	4.783	2.178	4.27
ENSG00000266803.1	0.09825	0	0.1866	0.1491	0	0.3063	0.2638	0	0.4997
ENSG00000235554.1	0.3273	0.4665	0.3729	0.2981	0.1229	0.1531	0.293	0.3479	0.444
ENSG00000197566.9	1.962	2.45	1.67	2.189	1.083	2.303	2.518	1.562	2.254
ENSG00000264765.1	0	0	0	0.06664	0	0	0.1572	0	0
ENSG00000264359.1	0	0	0	0	0	0	0	0	0
ENSG00000231458.2	0	0	0	0.1301	0	0	0	0	0
ENSG00000170160.17	0.4653	0.08945	0.3912	0.2119	1.154	1.119	5.235	0.9324	1.842
ENSG00000252446.1	0	0	0	0	0	0	0	0	0
ENSG00000276088.1	0	0	0	0	0	0	0	0	0
ENSG00000226478.3	0.1804	0.3332	0.1712	0.09126	0.05642	0.09372	0.05381	0.1597	0.2548
ENSG00000188933.14	3.268	2.773	3.163	0.9293	12.1	15.12	35.12	17.86	18.12
ENSG00000266129.1	0.3022	0	0.5738	0	0	0.4711	0	1.606	1.537
ENSG00000264673.1	0.3846	0	0.3652	0	0	0.2998	0.3442	0.1022	0.163
ENSG00000266486.1	0	0	0	0	0	0	0.3502	0	0
ENSG00000264729.1	0	0	0	0	0	0	0	0	0
ENSG00000264892.1	0	0	0	0	0	0	0.2955	0	0
ENSG00000226145.7	0.6926	12.12	0.2698	0.5391	1.2	0.6367	0.5404	1.132	0.3613
ENSG00000227300.12	0	0	0.04285	0	0	0	0	0	0.153
ENSG00000131885.16	0	0.202	0	0.06455	0.1197	0.06629	0.2283	0	0
ENSG00000205312.8	0	0	0.06063	0	0	0	0	0	0
ENSG00000229749.1	0.09026	0.2858	0	0	0.1694	0	0	0	0
ENSG00000283033.1	0	0	0	0.01669	0	0	0	0	0.03728
ENSG00000265853.1	0	0	0	0	0	0	0	0	0
ENSG00000128438.10	0.03651	0.1503	0.2219	0.08868	0.06853	0.6147	0.05228	0.4967	0
ENSG00000240505.8	0.05744	0.1364	0.2181	0.5668	0.1617	1.858	0.1285	0.9615	0
ENSG00000230709.1	0	0	0	0.09338	0	0.09589	0	0.03269	0
ENSG00000230969.2	0	0	0	0.1285	0	0	0	0	0
ENSG00000260328.1	0.011	0	0.5013	0.06679	0.1652	0.12	0	0	0.1119
ENSG00000133030.20	66.29	96.13	54.15	52.01	49.79	71.41	65.51	52.01	43.43
ENSG00000225442.2	0.4159	0.3546	0.486	0.3399	0.2402	1.197	0.4581	0.578	0.5966
ENSG00000263624.1	0.1163	2.21	0.8282	0.618	0.3275	0.272	0.2082	0.8344	0.5423
ENSG00000206859.1	0.949	6.01	0	0.4802	0	0.4931	0	0.3362	0
ENSG00000243370.3	0.3022	0	0	0	0	0.3141	0	0.3212	0
ENSG00000278864.1	2.374	6.936	10.11	4.716	3.151	8.393	9.499	8.757	11.29
ENSG00000179598.5	9.427	23.9	17.63	13.34	4.424	6.972	10.37	12.09	24.98
ENSG00000154803.12	50.09	87.51	54.32	64.63	20.69	35.1	68.64	75	46.58
ENSG00000266498.1	0.04934	0.7031	0	0	0	0	0.3533	0.472	0.2509
ENSG00000226359.1	0.1158	0	0.6596	0.2343	0.2173	0.4813	0.2763	0	0.7197
ENSG00000141030.12	49.35	64.49	53.91	45.67	50.21	57.5	51.44	52.82	39.3
ENSG00000205309.13	6.542	8.8	7.276	6.734	5.313	8.341	9.855	6.274	6.759
ENSG00000215030.5	45.93	56.71	209.2	632.5	20.78	26.47	232	54.13	33.38
ENSG00000227158.1	0.03305	0.157	0.1883	0.1505	0.2482	0.1031	0	0.281	0
ENSG00000230865.1	0	0.1041	0	0	0	0	0	0	0
ENSG00000201741.1	0	0	0	0	0	0	0	0	0
ENSG00000141026.5	5.615	7.479	9.001	5.885	5.285	9.061	9.293	10.04	10.23
ENSG00000108551.4	37.97	30.26	50.41	180.5	81.3	65.53	76.11	130.2	14.15
ENSG00000133027.17	16.18	18.38	59.79	21.84	32.05	36.61	24.07	42.29	78.36
ENSG00000265511.1	2.938	5.595	11.64	3.555	5.354	8.628	9.45	11.31	16.96
ENSG00000206730.1	0	0	0	0	0	0	0	0	0
ENSG00000264666.1	0	0	0.254	0	0.2511	0	0	0.4266	1.134
ENSG00000279200.1	0.03975	0.03147	0.5661	0	0.1492	0.06197	0	0	0.4043
ENSG00000223979.2	0	0.2187	0.5247	0	0	0	0.2473	0	1.171
ENSG00000108557.18	17.62	18.28	36.15	18.01	21.6	32.82	35.73	18.95	37.89
ENSG00000237328.1	0	0.07402	0.1775	0	0.2632	0.2186	0.1674	0	0
ENSG00000226746.2	0.02847	0.1803	0.1081	0.06482	0.1069	0.2663	0.1783	0.1513	0
ENSG00000072310.16	60.8	46.11	75.42	137.2	82.6	133.2	106.4	110.4	82.9
ENSG00000274111.1	0	0	0	0	0	0	0	0.545	0
ENSG00000207839.1	0.7051	0	0	1.606	0	0	0	0	0
ENSG00000175662.17	58.55	47.14	38.93	42.89	27.87	40.93	70.09	41.01	42.56
ENSG00000197815.4	1.846	3.041	5.63	2.916	2.31	4.506	7.944	4.222	4.932
ENSG00000171962.17	3.745	6.257	98.03	5.619	5.578	11.08	8.457	25.29	237.3
ENSG00000171953.15	5.757	9.559	11.75	6.181	7.548	6.082	7.342	9.465	16.49
ENSG00000230273.1	0	0	0.4004	0	0	0.1644	0	0.3362	0.1788
ENSG00000232344.2	0.5952	1.194	5.802	0.5421	1.638	0.8042	1.136	1.35	16.48
ENSG00000280198.1	1.237	2.493	3.31	0.5121	0.9498	1.315	2.415	4.183	1.811
ENSG00000141034.9	14.05	14.96	11.47	12.25	6.231	7.788	14.47	12.69	6.917
ENSG00000108591.9	30.35	45.82	42.95	30.59	33.33	42.51	35	41.6	41.18
ENSG00000279428.1	0.09984	0.02258	0.05417	0.0433	0.08031	0.06671	0.05106	0.3487	0.266
ENSG00000091536.16	0.9432	2.482	2.54	1.678	0.842	1.041	1.437	4.041	3.244
ENSG00000266677.1	0.4579	0.1115	0.7022	0.7752	0.3636	0.604	1.513	0.992	0.7464
ENSG00000091542.8	126.1	124.1	119.4	120	96.39	121.7	145.6	133.3	151.2
ENSG00000131899.10	20.19	33.5	32.41	27.06	29.82	33.67	29.85	28.62	29.81
ENSG00000177731.15	90.05	118.9	118.4	83.94	118.7	118	141.9	117.5	91.84
ENSG00000177427.12	12.23	13.22	16.6	10.71	5.25	8.947	15.89	13.13	23.31
ENSG00000260647.1	0.1356	0.644	1.03	0.8232	0.1696	0.3522	0.728	0.1921	1.609
ENSG00000177302.14	12.12	14.06	14.32	9.294	12.42	12.47	12.82	12.03	13.08
ENSG00000228000.1	0	0.1433	0	0.1374	0	0	0	0.1924	0.07671
ENSG00000237382.2	0	0	0	0	0	0	0	0	0
ENSG00000176994.10	16.08	14.08	12.35	12.96	7.93	11.32	15.43	9.003	11.75
ENSG00000176974.19	21.67	26.22	26.83	26.27	24.16	21.4	20.01	19.73	14.01
ENSG00000283772.1	0	0	0	0	0	0	0	0	0
ENSG00000214860.4	0.05928	0	1.013	0	0	0	0	0	0.1005
ENSG00000264177.1	0.008803	0.01394	0.01672	0	0.04957	0	0.04727	0	0.02985
ENSG00000275206.1	0	0	0	0	0	0	0	0	0
ENSG00000204471.3	0	0	0	0.0478	0	0	0.05636	0	0
ENSG00000220161.4	0.2352	1.318	0.9618	0.1922	0.2377	0.564	0.939	0.9806	0.3374
ENSG00000205266.9	0	0.02113	0	0	0	0	0	0	0.02263
ENSG00000266162.1	0	0	0	0	0	0	0	0	0
ENSG00000279999.1	0	0	0	0	0	0	0	0	0
ENSG00000186831.11	0.03945	0.09369	0.03745	0	0	0	0.03531	0.06289	0
ENSG00000214856.11	0	0	0	0	0	0	0	0	0
ENSG00000229526.2	0	0	0	0	0	0	0	0	0
ENSG00000227919.1	0	0	0	0	0	0	0	0	0
ENSG00000267492.1	0	0	0	0	0	0	0	0	0
ENSG00000230662.1	0.0254	0	0	0.03856	0	0	0	0	0
ENSG00000171916.16	0.03366	0.2398	0.4474	0.1533	0.3791	0.105	0.06025	0	0.2853
ENSG00000167494.9	0.01715	0.0543	0.09767	0.05206	0	0	0	0.03645	0
ENSG00000233327.10	16.43	4.759	15.41	16.81	5.205	3.627	11.58	9.408	7.397
ENSG00000273018.5	7.013	1.075	6.906	6.948	2.678	1.845	6.448	3.255	4.396
ENSG00000213077.5	1.392	0.1454	1.598	1.974	0.718	0.3101	0.8491	1.008	0.856
ENSG00000227689.1	0	0	0	0	0.5775	0.4797	0	0	0.5216
ENSG00000154874.15	1.907	0.2694	2.401	2.172	1.503	0.9586	3.177	1.344	1.672
ENSG00000227077.3	0.6447	3.062	0.6121	0.734	0.3025	1.005	0	0.1713	0.5465
ENSG00000276532.1	0	0	0	0	0	0	0	0	0
ENSG00000189375.10	0	0	0.05776	0.06157	0.03806	0	0.0726	0.02155	0.06876
ENSG00000262262.1	0	0	0	0	0	0	0	0	0
ENSG00000174977.8	2.36	1.153	1.049	1.182	1.697	1.527	1.978	1.121	1.362
ENSG00000249459.8	2.036	1.413	1.126	2.354	1.281	1.102	2.069	0.7638	1.208
ENSG00000264885.1	1.588	2.134	3.121	2.579	1.525	2.303	3.074	3.709	1.722
ENSG00000240445.3	1.301	2.118	2.401	1.919	2.614	1.771	2.526	1.948	1.181
ENSG00000224126.2	0	0.8627	0	0.5169	0	0.1062	0.1219	0.1448	1.039
ENSG00000108448.20	2.456	3.124	5.52	2.518	2.706	1.582	2.969	2.773	11
ENSG00000265693.1	0	0	0	0	0	0	0	0	0
ENSG00000171931.12	0.04626	0.03662	2.196	0.1522	0.2026	0.4447	0.0966	1.172	3.947
ENSG00000171928.13	17.16	14.44	20.91	16.66	15.3	16.71	12.04	14.37	20.53
ENSG00000265478.2	0.7903	0	0.7177	0.6781	0.258	0.3214	0.6766	0.4383	0.7573
ENSG00000250111.3	0	0.1527	0	0.04879	0	0	0	0	0
ENSG00000274747.1	0	0	0	0	0	0	0	0	0
ENSG00000141127.14	13.78	21.48	22.25	17.76	13.18	18.57	21.03	17.96	22.55
ENSG00000264273.1	0	0	0	0	0.1863	0	0	0.211	0
ENSG00000235672.1	0	0.2739	0.5474	0.1751	0	0.3596	0.1032	0	0.6843
ENSG00000212618.1	0	0	0	0	0	0	0	0	0
ENSG00000154025.15	0.1827	0.3927	0.3718	0.1783	0.196	0.2442	0.1636	0.5272	0.4868
ENSG00000196893.3	0	0	0	0	0	0	0	0.02691	0
ENSG00000188522.14	3.029	2.985	4.821	2.49	6.592	3.279	5.811	1.23	2.55
ENSG00000263045.1	0	0	0	0	0	0	0	0	0
ENSG00000154016.13	2.114	1.75	1.916	3.574	1.894	2.397	2.193	1.557	2.932
ENSG00000279825.1	0.4559	0	0.2404	0.1538	0.4753	0.1184	0.1133	0.2153	0.1288
ENSG00000265185.5	0.134	0	0.5935	2.982	1.173	0.1392	0.1599	0.3322	0.5299
ENSG00000262074.6	0.5135	0	0.08125	0.8444	0	0	0.3064	0	0
ENSG00000230197.6	0	0.46	0	0	0	0	0	0	0
ENSG00000265746.1	0	0	0	0	0	0	0	0	0
ENSG00000263394.1	0	0	0	0	0	0	0	0	0
ENSG00000228157.4	0.09305	0.3683	0.2209	0.2825	0.262	0	0.08328	0.445	0
ENSG00000262202.4	1.05	0.3837	1.074	1.594	1.061	0.1259	0.723	0.3434	0.9586
ENSG00000189152.10	0	0.03847	0.09228	0.03688	0.228	0	0.1305	0.02582	0.2472
ENSG00000262319.1	0.1013	0.3208	0.09618	0	0.1426	0.01974	0.272	0.05383	0.7513
ENSG00000266664.1	0	0	0	0	0	0	0	0	0
ENSG00000197665.7	0	0	0	0	0	0	0.07415	0.04403	0.07023
ENSG00000262292.2	0.02278	0	0	0	0	0	0	0	0
ENSG00000266311.6	0	0	0	0	0	0	0	0	0
ENSG00000261987.2	0	0	0	0	0	0	0	0	0
ENSG00000263934.4	0.8716	36.96	35.67	0.5145	1.999	3.095	1.647	19.35	47.61
ENSG00000264940.4	0.8156	0	0.3319	1.857	0	0	0	0.1238	0
ENSG00000236022.6	0	0	0	0	0	0	0	0	0
ENSG00000263206.1	0	0	0	0	0	0	0	0	0
ENSG00000072134.15	24.45	27.76	35.15	22.81	23.17	24.9	22.37	20.08	34.72
ENSG00000281856.1	0	0	0	0	0	0	0	0.02713	0
ENSG00000235397.1	0.05689	0.09007	0.05401	0	0.05339	0	0.2546	0	0
ENSG00000108641.14	5.902	8.106	43.28	7.824	11.91	17.24	10.08	11.91	62.04
ENSG00000221540.1	0.4905	0	0	0	0	0	0	0	0
ENSG00000166484.19	42.28	36.79	28.96	33.15	38.99	39.11	42.6	26.67	15.35
ENSG00000166482.11	909.4	1090	179	488.9	470.3	374.7	296.7	389	213
ENSG00000128482.15	15.14	10.45	3.246	9.918	6.986	10.17	5.455	6.274	1.277
ENSG00000265126.1	0	0	0	0	0	0	0.3934	0	0
ENSG00000235979.8	0.5005	0.4857	0.1226	0.4044	0.197	0.08809	0.1156	0.1802	0.05474
ENSG00000227078.1	0.9764	1.031	0	1.087	0.3665	1.319	1.165	1.591	0
ENSG00000283675.1	0	0	0	0	0	0	0	0	0
ENSG00000189343.7	13.91	17.05	15.65	13.97	11.15	5.318	13.24	18.66	9.293
ENSG00000231477.2	0	0	0	0.1892	0	0.09717	0	0	0
ENSG00000142494.13	5.486	8.066	16.75	12.88	6.391	17.19	17.27	33.69	5.803
ENSG00000228331.2	0.05776	0.1829	0.1097	0.263	0	0.1801	0.2068	0.3069	0.8813
ENSG00000266079.4	0	0	0.1834	0.2932	0.1813	0.1505	0.1729	0	0
ENSG00000262769.1	0	0	0.3538	0.9428	0.1166	1.065	0.667	0.5941	0.3159
ENSG00000228983.9	1.062	1.605	0.4584	1.429	0.725	0.7903	1.167	1.719	0.6139
ENSG00000263107.1	0	0	0	0.6423	0.7941	0.3298	0.7573	0.2248	0.3586
ENSG00000266179.2	0	0	0	0	0	0	0	0	0
ENSG00000271900.1	0	0	0	0	0	0	0	0	0
ENSG00000227225.1	0	0.05641	0	0.05408	0	0	0.2551	0	0
ENSG00000242752.3	0	0	0	0	0	0	0	0	0
ENSG00000228725.3	0	0	0	0.4104	0	0	0	0	0.04583
ENSG00000224254.2	0	0	0	0.3211	0	0	0	0	0
