gene_id	GTEX-N7MT-0826-SM-EV794	GTEX-P78B-2326-SM-EZ6KO	GTEX-Q2AG-2326-SM-EZ6KY	GTEX-S32W-1526-SM-4AD6Z	GTEX-S341-1126-SM-4AD6T	GTEX-S4UY-1426-SM-4AD6Y	GTEX-T5JW-0726-SM-4DM6D	GTEX-TSE9-2826-SM-4DXTF	GTEX-U3ZN-1626-SM-4DXTZ
ENSG00000152253.8	0.1607	0.1025	0.1353	0.7157	0.05163	0.3287	0.7481	0.1177	6.13
ENSG00000152254.10	0	0.07249	0.06376	0.1012	0	0.2816	0.04197	0.03467	0
ENSG00000073734.8	0	0	0	0.01072	0.01933	0.02238	0.05336	0	0.02995
ENSG00000073737.16	0.2209	0.7753	0.186	0.1124	0.8744	0.264	11.19	0.3467	35.32
ENSG00000235321.1	0	0	0	0	0	0	0	0	0.1598
ENSG00000235995.1	0	0	0	0	0	0	0	0	0
ENSG00000081479.12	0.217	0.4317	0.003095	0.06223	0.4961	0.7281	0.07744	0.0101	0.0183
ENSG00000163093.11	20.18	16.61	14.91	18.31	14.95	16.05	10.66	20.84	3.29
ENSG00000239474.6	4.269	2.594	6.996	2.012	2.013	1.575	3.304	1.075	0.693
ENSG00000138399.17	11.58	8.568	7.989	7.421	6.103	5.291	11.6	4.065	9.503
ENSG00000229827.1	0.9444	0.3012	1.325	0	0	0.7314	0	0.5763	0
ENSG00000138398.15	54.7	42.79	44.54	32.2	43.24	37.43	26.27	35.96	20.03
ENSG00000154479.12	1.165	1.064	1.136	1.061	0.6801	0.6642	0.2933	0.218	0.3072
ENSG00000226072.1	0.09386	0.08983	0	0	0.03769	0	0	0	0
ENSG00000144362.11	12.31	5.353	9.086	4.633	6.648	6.395	4.091	6.349	2.922
ENSG00000206961.1	0	0	0	0	0	0	0	0	0
ENSG00000213160.9	19.36	30.78	16.51	15.82	17.47	15.74	3.648	9.017	2.5
ENSG00000231550.1	0.3929	0.188	0.2894	0.08748	0.1183	0.2739	0.4354	0	0.08144
ENSG00000214369.2	0.597	0.3333	0.7537	0.1994	0.3596	0.4162	0.0827	0.2049	0
ENSG00000138385.15	46.07	55.12	50.81	63.88	53.87	49.66	36.76	43.07	25.21
ENSG00000138382.14	35.08	35.59	33.64	28.22	35.87	29.27	32.3	47.3	25.09
ENSG00000144357.16	21.72	18.88	19.04	15.46	24.55	19.12	15.65	19.98	11.99
ENSG00000227176.1	2.836	2.005	1.355	0.751	2.339	2.066	1.274	2.807	0.9534
ENSG00000252807.1	0	0	0	0	0	0	0	0	0
ENSG00000071909.18	0.5085	1.056	0.8432	0.3853	0.5728	0.7618	0.2691	0.2848	0.1951
ENSG00000231898.8	0	0.00719	0.009486	0	0	0	0	0	0.02803
ENSG00000214821.4	0	0.5327	0	0	0.1676	0	0	0	0
ENSG00000213981.8	0.9462	0.5002	0.5461	0.09631	0.3908	0.6282	0.08988	0.6187	0.04483
ENSG00000275414.1	0	0	0	0	0	0	0	0	0
ENSG00000222033.1	2.46	3.531	5.6	0.2988	2.043	3.975	1.642	3.582	0.7417
ENSG00000204335.3	27.67	31.34	29.31	2.098	12.92	35.91	11.65	35.05	4.502
ENSG00000234350.4	2.301	2.256	2.079	0.3767	0.8151	0.8491	0.1312	1.27	0.02806
ENSG00000128692.8	1.143	0.1151	0.2531	0.8034	0.6761	0.2795	0.4666	0.5505	0.3491
ENSG00000239467.5	11.75	8.238	6.387	3.979	7.421	6.826	2.577	16.41	1.116
ENSG00000222509.1	0	0	0	0	0	0	0	0	0
ENSG00000204334.7	17.13	12.38	9.282	2.192	8.144	3.752	2.073	11.27	0.5715
ENSG00000128683.13	1.457	2.879	0.7134	0.3296	1.198	1.021	0.8071	2.951	0.594
ENSG00000235934.1	0.3252	0.1037	0.1368	0	0	0	0	0.1488	0
ENSG00000115806.12	39.81	76.68	51.25	92.42	90.44	95.29	54.07	52.47	50.69
ENSG00000198586.13	31.17	22.29	22.75	15.39	24.13	23.38	18.48	23.57	18.13
ENSG00000123600.19	7.657	5.483	7.901	4.82	5.714	5.864	10.24	5.054	6.473
ENSG00000224553.1	0	0	0	0.7573	0.4097	0	0.1885	0	0
ENSG00000115827.13	23.14	18.07	17.51	13.61	12.76	12.15	9.71	14.36	6.573
ENSG00000228507.1	0.9283	0.07403	0	0.5167	0.4659	0.755	0.5144	0.4249	0.1924
ENSG00000234061.1	0	0.3954	0	0	0	0	0	0	0
ENSG00000233762.3	29.79	21.45	23.29	22.87	17.22	18.95	20.83	28.72	14.82
ENSG00000071967.11	220.1	253.9	468.6	138.8	417.5	284.3	120.5	327	49.98
ENSG00000233934.2	0	0	0	0	0	0	0	0	0
ENSG00000077380.15	65.95	75.59	75.31	87	100.9	110.8	71.57	69.46	60.39
ENSG00000115840.13	27.08	26.13	29.72	31.73	31.19	25.39	25.78	23.46	17.23
ENSG00000252779.1	0	0	0	0	0	0	1.249	0	0
ENSG00000128708.12	25.46	26.01	25.78	41.58	35.06	35.64	19.5	24.09	24.89
ENSG00000172878.13	18.99	14.86	11.94	11.6	8.316	8.588	5.197	9.99	3.006
ENSG00000144355.14	0.8922	1.062	0.5006	0.565	0.9234	1.603	0.2197	0.4355	0.03288
ENSG00000115844.10	0.1993	0.2034	0.06708	0.142	0.064	0.1482	0	0.1459	0
ENSG00000236651.1	0	0	0	0	0	0.1158	0	0	0
ENSG00000232555.1	0.116	0.07403	0	0.5167	0	0.8628	0	0	0
ENSG00000278924.1	0.8063	0.3086	0	0.1436	0	0.4496	1.251	0	0.1337
ENSG00000091409.14	68.55	53.88	30.86	48.41	49.75	107.8	43.95	25.03	45.87
ENSG00000226963.1	0.3082	0.1966	0	0	0.495	0.4297	0	0	0
ENSG00000232788.1	1.492	0.5156	0.6279	0.3322	0.5491	0.6356	0.62	0.5121	0.2062
ENSG00000225205.5	9.196	5.654	3.78	2.865	2.705	5.754	2.22	1.806	2.265
ENSG00000152256.13	5.584	2.279	3.118	3.9	4.74	3.382	5.418	7.995	7.214
ENSG00000199866.1	0	0	0	0	0	0	0	0	0
ENSG00000230104.1	0	0.1099	0	0.07672	0	0	0	0	0
ENSG00000228016.1	0.04636	0.07395	0.07804	0.02064	0.01861	0.06464	0.01284	0.08487	0
ENSG00000239041.1	0	0	0	0	0	0	0	0	0
ENSG00000091428.17	9.624	4.555	3.903	4.475	6.114	8.747	2.698	3.21	2.852
ENSG00000232292.1	0	0	0	0	0	0	0	0	0
ENSG00000091436.16	68.35	54.6	58.4	56.66	81.13	96.63	16.32	50.85	9.324
ENSG00000238133.6	2.322	1.375	1.064	0.4984	0.799	1.002	0.6662	2.049	0.2578
ENSG00000231735.1	0	0	0	0.05962	0	0.1244	0	0	0
ENSG00000236391.3	0	0	0	0	0	0.2407	0.574	0	0.1074
ENSG00000144354.13	18.93	22.17	27.98	6.571	13.83	27.43	13.48	12.28	35.24
ENSG00000213148.3	0.3826	0	0	0.1136	0	0.2371	0.1413	0	0
ENSG00000236832.1	0	0	0	0	0	0	0	0	0
ENSG00000226131.1	0	0.07582	0.2	0	0	0	0	0	0
ENSG00000237016.1	0	0	0	0	0	0	0.1065	0.04397	0
ENSG00000237617.1	0	0	0	0	0	0	0.6526	0	0.2441
ENSG00000270460.1	0.1867	0.2382	0	0	0	0	0.6207	0.3418	0.6192
ENSG00000234415.1	0	0	0	0	0.1169	0	0	0	0
ENSG00000224638.1	0.2596	0.5796	0	0.4623	0.5211	0.1206	0.5753	0	0
ENSG00000172845.14	53.94	52.84	59.45	50.22	64.24	65.53	35.89	39.52	26.15
ENSG00000271151.1	4.655	3.429	2.892	0.6909	1.29	1.854	3.132	1.014	1.976
ENSG00000273258.1	4.794	1.582	0.9739	2.208	1.062	0.4609	0.916	2.27	0
ENSG00000260868.1	0.7539	0.6413	0.9518	1.79	1.463	1.547	0.8007	0.6326	0
ENSG00000235414.3	0	0	0	0	0	0	0	0	0
ENSG00000138430.15	33.6	18.2	14.42	17.73	18.24	16.67	22.59	21.95	23.12
ENSG00000270799.1	0	0.04522	0.1193	0	0	0.1317	0.1571	0	0.2351
ENSG00000243770.3	0	0	0	0	0	0	0	0	0
ENSG00000201088.1	0	0	0	0	0	0	0	0	0
ENSG00000227180.1	0	0	0	0	0.0913	0	0	0	0
ENSG00000237804.1	0	0	0	0.0549	0.099	0.1146	0.1366	0.05643	0
ENSG00000231453.1	0.224	0.04397	0.1015	0	0.05534	0.06405	0.03819	0.09462	0.02857
ENSG00000280414.1	0	0	0	0	0	0	0	0	0
ENSG00000217236.1	0.5113	0.08155	0	0	0	0.1188	0	0	0
ENSG00000138433.15	79.98	67.65	69.04	31.55	55.97	46.56	41.33	54.34	30.37
ENSG00000144306.14	10.17	7.699	5.181	6.563	9.094	8.243	12.27	3.007	11.36
ENSG00000163328.13	8.882	6.055	6.508	4.939	6.839	4.97	5.31	3.947	2.684
ENSG00000226853.2	0.2245	0.8592	1.133	0.3332	0.4806	0.7649	0.2487	0.2739	0.7444
ENSG00000179997.8	0	0	0	0	0.1316	0	0	0	0
ENSG00000279884.1	0	0.794	0.6285	0.4434	0.5996	0.1157	0.1379	0	0
ENSG00000236449.1	0.7356	0.1836	0.5383	0.2136	0.1284	0.1486	0.0886	0.2781	0.06629
ENSG00000206965.1	1.106	0.3529	0.4655	0	0	0	0	0	0
ENSG00000115935.17	36.33	36.65	49.38	26.58	45.38	39.98	11.41	31.95	5.512
ENSG00000237798.1	0	0.1246	0.4932	0	0	0	0	0	0
ENSG00000235655.3	24.33	12.31	6.908	27.83	9.134	19.54	17.71	13.44	34.03
ENSG00000138435.15	0	0.01555	0	0.02171	0.01958	0.01133	0	0.02232	0.06064
ENSG00000128656.13	12.08	18.62	21.22	10.96	11.1	10.88	4.872	4.912	4.073
ENSG00000212167.1	0	0	0	0	0	0	0	0	0
ENSG00000199827.1	0	0	0	0	0	0	0	0	0
ENSG00000227187.1	0	0	0	0	0	0	0	0	0
ENSG00000115966.16	44.35	38.35	45.19	29.64	37.24	35.86	15.71	30.25	9.101
ENSG00000277948.1	2.084	1.595	0.3508	1.113	0.6693	0.3874	0.4619	0.3815	0
ENSG00000215973.1	0	0	0	0	0	0	0	0	0
ENSG00000229750.1	0.2358	0	0	0	0	0	0	0	0
ENSG00000154518.9	38.08	46.45	47.92	54.32	44.79	51.94	61.45	35.73	52.7
ENSG00000229066.1	0	0	0	0	0	0	0	0	0
ENSG00000223976.1	0	0	0	0	0	0	0	0	0
ENSG00000235047.1	0	0	0	0	0	0	0	0	0
ENSG00000229779.1	0	0	0	0	0	0	0	0	0
ENSG00000144320.13	10.07	20.39	25.1	19.31	20.92	16.02	15.05	18.1	10.93
ENSG00000174279.4	0.4506	0.4312	3.591	13.59	5.552	4.227	1.919	2.165	0.3736
ENSG00000128714.5	9.485	6.742	72.27	79.27	50.11	37.94	21.81	27.96	4.118
ENSG00000170178.6	0.3078	0.4488	2.035	1.214	1.695	1.267	0.5847	0.2012	0.2187
ENSG00000128713.13	2.177	1.412	13.52	7.693	4.156	4.678	8.781	6.012	1.865
ENSG00000128710.5	85.2	28.62	82.54	58.56	34.26	26.37	52.64	57.58	11.74
ENSG00000237380.6	30.49	6.221	8.871	6.074	4.209	4.819	7.495	9.441	2.944
ENSG00000128709.12	278.3	101.6	112.6	101.6	59.31	69.68	76.25	125.5	17.71
ENSG00000175879.8	30.46	11.56	10.88	14.09	16.7	14.37	6.611	19.45	4.069
ENSG00000128652.11	26.02	8.58	8.013	6.713	9.027	12.01	2.239	7.379	2.28
ENSG00000207744.1	0	0	0	0	0	0	0	0	0
ENSG00000170166.5	36.26	7.634	7.893	14.04	14.06	20.63	6.854	9.14	4.357
ENSG00000272729.1	2.714	0.439	0.5792	0.3064	0.5219	0.7817	0.08473	0.3849	0.3804
ENSG00000224189.6	7.737	3.731	3.214	3.603	6.053	4.631	1.196	1.403	0.9416
ENSG00000226363.3	0.4053	0.9051	0.1706	2.346	1.383	1.036	0	1.206	0.5041
ENSG00000128645.14	0.7741	0.2245	0.1777	0.1253	0.3955	0.1308	0.156	2.254	0.1167
ENSG00000279160.1	0	0	0	0	0	0	0	0	0
ENSG00000218175.2	28.99	35.35	73.63	11.46	11.43	13.23	20.72	31.25	13.37
ENSG00000230384.1	0	0	0	0	0	0	0	0	0
ENSG00000128654.13	42.84	51.76	36.47	29.35	26.79	29.02	50.11	28.71	38.81
ENSG00000237260.1	0.4026	0.4281	0.1129	0.239	0.431	0.7484	0	0	0
ENSG00000229434.1	0	0	0	0	0	0	0	0.1094	0
ENSG00000236231.1	0	0	0	0	0	0.2677	0.1596	0	0.1791
ENSG00000283203.1	0	0	0	0	0	0	0	0	0
ENSG00000272551.1	7.498	1.486	2.818	1.361	1.695	3.112	0.4033	0.7996	0.1811
ENSG00000163364.9	9.933	5.079	2.393	3.511	4.475	6.061	2.017	2.776	0.2829
ENSG00000224577.1	3.226	0.07915	0.3133	0.1105	1.096	0.6919	0.1375	0.2271	0.3086
ENSG00000252027.1	0	0	0	0	0	0	0	0	0
ENSG00000230552.5	3.172	0.3021	0.518	0.2108	0.9885	0.7921	0.2099	0.52	0
ENSG00000237053.1	0.6571	0.1118	0.1475	0.2731	0.3869	0.3664	0	0.08019	0.1816
ENSG00000223777.1	1.091	0	0	0.1214	0	0	0	0	0
ENSG00000279205.1	2.733	0.4417	0.9201	0.3894	1.961	1.829	0.7673	0.6004	0.3626
ENSG00000227098.1	3.664	0.8767	0.7711	0.5711	0.8828	1.958	0.4061	1.174	0.3038
ENSG00000206866.1	0	0	0	0	0	1.038	0	0	0
ENSG00000236501.5	5.693	2.275	0.7898	0.7243	0.9042	4.07	0.9013	0.7444	0.5706
ENSG00000251746.1	0	0	0	0	0	0	0	0	0
ENSG00000229337.1	0	0	0	0	0.4027	0	0	0	0
ENSG00000226273.2	0	0	0	0	0	0	0	0	0
ENSG00000201102.1	0	0	0	0	0	0	0	0	0
ENSG00000213069.3	0	0	0	0	0	0	0	0.3849	0
ENSG00000170144.20	280.7	204.1	228.5	282.3	242.3	213	174	238.7	139
ENSG00000116044.15	113.2	77.55	87.54	84.75	88.91	74.33	141.1	71.1	127
ENSG00000225808.1	13.67	5.735	6.147	4.003	2.256	3.481	5.604	12.86	5.746
ENSG00000265396.1	0	0	0	0	0	0	0	0	0
ENSG00000222043.2	0.9576	0.6109	0.1612	0.1706	1.23	1.424	2.122	0.3506	0.9528
ENSG00000213963.6	1.461	1.413	0.9446	0.7065	0.6604	0.8542	2.991	0.7705	1.123
ENSG00000271825.1	0.2666	0.6803	0.6731	0	0.5352	0	1.034	0	0.1105
ENSG00000271996.1	0.4197	0	0.1766	0.09345	0.337	0.09753	0.6977	0	0.174
ENSG00000278418.1	0	0	0	0	0	0	0	0	0
ENSG00000280374.1	2.502	1.297	1.448	0.8355	0.5022	0.8719	0.4332	0.2862	0.6482
ENSG00000237178.2	0	0	0	0.1338	0.1206	0	0	0	0
ENSG00000238295.1	0	0	0	0	0	0	0	0	0
ENSG00000018510.13	9.453	14.4	10.14	14.22	17.58	16.71	7.807	5.418	9.127
ENSG00000196659.9	1.768	2.98	1.389	1.391	3.431	3.204	2.367	0.5394	1.173
ENSG00000237655.1	0	0	0	0	0	0	0	0	0
ENSG00000197557.6	1.547	2.754	1.53	1.966	4.205	2.614	1.427	0.6734	0.9868
ENSG00000128655.16	0.7953	1.352	0.3143	0.7817	1.367	1.203	0	0.6569	0.008042
ENSG00000229941.5	0.8194	0.1743	0	0.3243	0.07311	0.3385	0	0.3334	0
ENSG00000236664.1	0	0	0	0	0	0	0	0	0
ENSG00000213962.2	0.07901	0.05041	0	0	0.03172	0.03672	0	0	0
ENSG00000229744.1	0	0	0	0	0	0	0	0	0
ENSG00000206788.1	0	0	0	0	0	0	0	0	0
ENSG00000249909.1	0	0	0	0	0	0	0	0	0
ENSG00000227241.1	0	0	0	0	0	0	0	0	0
ENSG00000155636.14	11.7	12.81	8.805	8.611	9.328	9.835	8.125	3.995	4.387
ENSG00000223096.1	0	0	0	0	0	0	0	0	0
ENSG00000079156.16	1.036	0.9697	1.149	1.042	1.014	0.9769	2.792	0.9008	1.5
ENSG00000223960.6	24.62	16.93	15.05	11.33	9.235	10.07	4.807	8.535	3.697
ENSG00000180228.12	49.89	50.79	47.33	59.45	50.99	43.47	34.66	46.83	21.06
ENSG00000204311.12	25.79	16.23	11.67	3.988	5.207	6.792	4.327	8.296	2.406
ENSG00000238082.1	2.739	1.959	2.026	0.4435	0.1333	0.6943	0.276	0.152	0.757
ENSG00000079150.17	26.46	36.42	36.52	40.23	34.65	29.79	7.24	30.11	1.88
ENSG00000116095.10	7.255	6.435	6.517	5.622	6.325	5.55	2.565	4.641	1.435
ENSG00000237298.9	3.517	2.228	2.474	1.772	1.747	1.826	1.138	1.627	0.3513
ENSG00000155657.26	1.222	0.8623	0.6592	0.6716	0.6629	0.7617	0.3641	0.3928	0.1525
ENSG00000270956.1	1.67	2.486	1.718	1.157	1.49	0.5173	0.4112	1.698	0.3077
ENSG00000270277.1	1.814	4.141	2.49	1.275	1.226	0.7097	1.058	1.398	0.2374
ENSG00000279598.1	0.4364	0.03094	0.1428	0.04318	0.0584	0.04507	0	0	0.04021
ENSG00000271011.1	0.6503	0.8298	0.5474	0.5792	0.5222	0.6044	0	0.5953	0
ENSG00000270574.1	1.341	3.764	1.881	1.353	1.795	0.7478	1.09	1.637	0.1482
ENSG00000271141.1	2.321	0.7403	1.953	1.033	2.795	2.696	1.286	0.5311	1.443
ENSG00000271401.1	4.09	0.897	1.506	2.277	2.258	1.426	0.425	1.521	0.106
ENSG00000267784.1	0.8257	0.1869	0.4932	0.4032	0.278	0.3218	0	0.2438	0
ENSG00000163492.14	0.3404	0.2805	0.2188	0.2274	0.4024	0.4262	0.09431	0.1168	0.00784
ENSG00000238542.1	0	0	0	0	0	0	0	0	0
ENSG00000231541.1	0	0	0	0	0	0	0	0	0
ENSG00000187231.13	25.26	14.95	23.47	13.83	21.66	20.31	4.252	19.04	2.195
ENSG00000237477.1	0	0	0	0	0	0	0	0	0
ENSG00000237964.3	0	0	0	0	0	0.09583	0	0.04719	0.04274
ENSG00000144331.18	0.5795	0.128	3.536	0.8635	1.548	0.9219	0.7411	1.449	0.2772
ENSG00000213126.2	0	0	0	0	0	0	0	0	0
ENSG00000221240.1	0	0	0	0	0	0	0	0	0
ENSG00000280636.1	0	0	0	0	0	0	0	0	0
ENSG00000163510.13	48.78	31.9	29.78	24.09	38.24	31.49	22.85	31.32	15.62
ENSG00000270289.1	0	0	0	0	0	0	0	0	0
ENSG00000225258.1	0	0	0	0	0	0	0	0	0
ENSG00000281131.1	0.1934	0	0	0	0	0	0.05358	0	0.5212
ENSG00000279559.1	0	0	0	0	0	0	0	0	0
ENSG00000226564.1	3.132	1.309	4.908	6.059	4.249	5.822	2.753	4.646	4.925
ENSG00000236667.1	0.1262	0	0	0	0	0	0	0	0
ENSG00000170035.15	54.48	75.43	69.04	46.99	73.68	84.1	57.13	49.73	43.26
ENSG00000236153.1	0.4466	0.285	0	0	0	0	0	0.4088	0
ENSG00000238171.1	1.638	0.4876	0.2757	0	0	0	0	0	0.09054
ENSG00000234663.5	0.1997	0.01274	0	0.05335	0.03207	0.05567	0	0	0.08278
ENSG00000266705.1	0	0	0	0	0	0	0	0	0
ENSG00000226681.1	0	0	0	0	0	0	0	0	0
ENSG00000115232.13	5.554	11.08	2.736	3.355	8.937	6.753	2.672	5.922	0.5534
ENSG00000188452.13	4.149	15.79	5.212	3.075	7.045	5.225	2.264	6.03	0.6828
ENSG00000162992.3	0.1154	0	0	0.03427	0.0618	0.07153	0	0	0
ENSG00000234595.1	0	0	0	0	0	0	0	0	0
ENSG00000225570.1	0	0	0	0	0	0	0	0	0
ENSG00000223873.1	0	0	0.1085	0	0	0	0	0	0
ENSG00000221023.1	0	0	0	0	0	0	0	0	0
ENSG00000260742.1	0.5898	0.3862	0.05225	0.4147	0.5359	0.4472	0.2236	0.1705	0.1416
ENSG00000138434.16	84.47	45.23	40.59	33.67	50.8	48.72	52.58	44.82	38.27
ENSG00000150722.10	1.08	0.1177	0.3327	0.02347	0.06348	0.3306	0.6862	0.193	0.2513
ENSG00000213958.2	0	0	0	0	0	0	0	0	0
ENSG00000222418.1	0	0	0	0	0	0.6548	0	0	0
ENSG00000115252.18	39.5	17.07	18.59	20.21	20.53	32.38	2.957	16.87	0.9159
ENSG00000242121.3	0.6802	0	0.3817	0	0	0	0	0.4151	0
ENSG00000077232.17	14.38	16	14.18	24.22	19.38	18.59	6.588	13.15	3.98
ENSG00000212404.1	0	0	0	0	0	0	0	0	0
ENSG00000162998.4	67.75	62.21	99.21	38.49	83.44	35.75	7.384	58.32	6.425
ENSG00000207178.1	0	0	0	0	0	0	0	0	0
ENSG00000061676.14	24.98	23.58	31.01	25.47	36.35	31.55	26.43	28.53	25.68
ENSG00000202141.1	0	0	0	0	0	0	0	0	0
ENSG00000221498.1	0	0	0	0	0	0	0	0	0
ENSG00000231203.1	0	0	0	0	0	0	0	0	0.06782
ENSG00000162999.12	1.473	2.412	2.086	1.821	2.669	2.951	1.24	0.8781	0.5682
ENSG00000224643.5	0	0	0	0	0	0	0	0	0
ENSG00000163002.12	19.99	13.43	12.53	19.87	14.17	11.39	14.68	13.96	8.138
ENSG00000272800.1	6.126	5.688	2.072	1.851	1.186	1.932	1.152	1.652	0.7256
ENSG00000213120.3	0	0	0	0	0	0	0	0	0
ENSG00000177855.8	0.3491	0.5569	1.69	0.8551	1.332	0.3245	0	0.3196	0.2895
ENSG00000234172.1	0	0	0	0	0	0	0	0	0
ENSG00000266808.1	0	0	0	0	0	0	0	0	0
ENSG00000283839.1	0.1021	0.1563	0.2406	0.1091	0.06559	0.1139	0.09052	0.03739	0
ENSG00000170396.7	0.3155	0.1555	0.6276	0.3959	0.76	0.3865	0.1907	0.4463	0.09512
ENSG00000237824.2	0	0	0	0	0	0	0	0	0
ENSG00000225406.1	0.4326	0.1104	0.1456	0.3853	0.139	0.3217	0.1918	0.2376	0.1435
ENSG00000212581.1	0	0	0	0	0	0	0	0	0
ENSG00000226747.6	1.752	0.1908	1.043	0.3805	0.3774	0.9134	0.09471	0.4302	0
ENSG00000188738.14	1.825	0.4782	0.3763	0.2881	0.2703	0.682	0.09036	0.3106	0.1941
ENSG00000231646.5	5.354	2.457	1.818	2.593	0.528	2.445	0.6246	2.408	0.4673
ENSG00000224019.1	0.3722	0.7124	0.6265	0	0.1993	1.268	0.4125	0.2271	0
ENSG00000237877.6	12.04	4.088	4.019	0.6906	0.8521	1.821	1.402	4.035	1.624
ENSG00000226410.1	1.793	0.3814	0.5031	0.1775	0.48	0	0.2208	0	0
ENSG00000232568.2	0	0.1507	0	0	0	0	0	0	0
ENSG00000259915.2	1.101	1.148	0.6328	0.3109	0.7331	0.7737	1.101	0.8848	0.4453
ENSG00000227692.1	1.783	0.1422	0.1876	0.397	0.0895	0.4143	0.6176	0.3061	0.3696
ENSG00000065548.17	80.18	59.13	58.69	64.16	55.29	56.04	46.21	64.52	42.27
ENSG00000224323.2	0.6433	0.4925	0	0	0	0	0.1426	0	0
ENSG00000138448.11	69.75	54.77	60.26	35.21	69.73	66.06	25.99	50.21	17.86
ENSG00000227227.1	0.4825	0	0.2707	0.1432	0	0.5979	0	0	0
ENSG00000144369.12	18.55	17.65	17.94	7.852	16.68	13.18	2.634	11.73	0.8844
ENSG00000163012.3	0	0.03146	0	0.04392	0.0396	0.04584	0	0.04514	0
ENSG00000226553.1	0	0	0	0	0.07009	0	0.04837	0.03995	0
ENSG00000222845.1	0	0	0	0	0	0	0	0	0
ENSG00000224063.5	1.323	1.094	0.9896	0.9599	0.4327	1.002	0.1629	0.852	0.2031
ENSG00000199626.1	0	0	0	0	0	0	0	0	0
ENSG00000064989.12	16.38	10.44	6.831	23.44	17.62	18.61	5.425	6.404	6.376
ENSG00000231739.2	0.2217	0	0	0.1974	0	0	0	0	0
ENSG00000003436.15	59.64	41.62	85.37	40.88	73.38	70.35	20.51	38.46	4.917
ENSG00000231689.2	0.05796	0	0	0.05162	0	0.05387	0	0.1061	0.04806
ENSG00000235616.1	0	0	0	0	0	0	0	0	0
ENSG00000213115.2	0	0	0	0	0.1506	0	0	0	0
ENSG00000200650.1	0	0	0	0	0	0	0	0	0
ENSG00000144366.15	19.59	16.72	28.18	9.271	22.82	17.36	5.818	15.6	3.422
ENSG00000207951.1	0	0.3892	0	0	0	0	0	0	0
ENSG00000223523.1	0.8168	0.2842	0.3125	0	0	0	0	0	0
ENSG00000174325.4	0.2283	0.3277	1.057	0	0.09165	0	0.3162	0	0.6625
ENSG00000168542.14	1119	3168	2864	759.8	1527	1929	723.1	693.2	158.4
ENSG00000284180.1	0	0	0	0	0	0	0	0	0
ENSG00000204262.11	181.4	191	312.7	47.19	167.3	143.9	47.79	90.23	10.49
ENSG00000228073.1	2.087	1.046	2.384	0	0.4788	0.5542	0.1652	1.092	0
ENSG00000264725.1	0	0	0	0	0	0	0	0	0
ENSG00000213601.3	0	0	0	0	0	0	0.09303	0.1537	0
ENSG00000115368.9	74.42	68.24	43.81	43.3	34.72	36.45	26.01	52.32	16.44
ENSG00000233996.1	1.146	0.9751	0.3216	0.2552	0.3068	0.3995	0	0.9619	0
ENSG00000138449.10	161.4	134.9	85.03	41.65	118.4	238.1	20.91	115.9	12.6
ENSG00000276828.1	0	0	0	0	0	0	0	0	0
ENSG00000138381.9	73.72	46.46	45.43	46.5	35.98	42.79	28.97	52.25	16.19
ENSG00000151687.14	10.49	4.825	5.847	2.584	3.878	3.52	2.334	5.661	1.068
ENSG00000128694.11	17.85	16.7	13.31	7.701	10.8	11.35	7.638	7.263	5.272
ENSG00000273240.1	4.354	6.314	3.082	1.234	1.669	2.483	1.097	1.721	0.3282
ENSG00000253559.1	2.28	4.629	2.617	1.385	1.665	2.312	1.493	0.4744	0.4297
ENSG00000128699.13	73.67	62.04	73.33	36.35	46.68	45.99	34.88	51.36	21.97
ENSG00000064933.17	24.25	23.66	20.7	17.61	17.66	16.5	7.501	11.79	6.502
ENSG00000187699.10	17.96	22.05	33.61	10.43	15.24	52.32	6.059	11.76	3.257
ENSG00000223824.1	0	0	0	0	0	0	0	0	0
ENSG00000204253.4	7.994	3.514	4.353	4.008	4.369	3.996	3.945	5.534	3.286
ENSG00000213110.2	0	0	0	0	0	0.25	0.1491	0	0
ENSG00000138379.4	3.88	4.549	6.954	0.9899	5.911	4.366	0.7902	1.555	0.313
ENSG00000198130.15	32.46	38.58	42.24	18.99	22.39	36.93	22.91	19.48	27.14
ENSG00000151689.12	57.45	41.2	54.75	33.51	31.35	37.05	63.06	55.65	37.29
ENSG00000151690.14	19.8	10.94	46.59	10.69	11.73	15.6	37.86	8.718	38.12
ENSG00000272979.1	0.8258	2.459	1.506	0.2451	1.879	0.6396	1.068	1.512	0.3424
ENSG00000189362.11	3.606	2.681	4.509	2.415	3.232	3.576	4.677	2.925	3.221
ENSG00000233654.1	5.274	2.15	1.849	1.305	1.529	2.042	1.623	2.279	1.579
ENSG00000251935.1	0.5454	0.348	0	0	0	0	0	0	0
ENSG00000284052.1	0.4552	0.4453	0.53	0.6148	0.8041	1.029	0.4876	0.2083	0.4277
ENSG00000138386.16	44.91	47.92	51.68	29.52	42.1	34.77	32.38	28.28	35.05
ENSG00000228509.5	0.5672	0.04021	0.2122	0	0	0	0	0	0.1568
ENSG00000235852.1	0	0.2746	0	0.1917	0	0.4	0	0	0.7137
ENSG00000115419.12	62.46	59.31	61.22	38.54	50.24	44.41	17.02	42.87	13.4
ENSG00000115415.18	71.67	33.12	31.08	71.68	42.7	43.38	36.03	28.68	152.5
ENSG00000229023.1	0.09576	0.1833	0	0	0	0	0	0	0.397
ENSG00000230686.1	0	0	0	0	0	0	0	0	0
