gene_id	GTEX-N7MT-0826-SM-EV794	GTEX-P78B-2326-SM-EZ6KO	GTEX-Q2AG-2326-SM-EZ6KY	GTEX-S32W-1526-SM-4AD6Z	GTEX-S341-1126-SM-4AD6T	GTEX-S4UY-1426-SM-4AD6Y	GTEX-T5JW-0726-SM-4DM6D	GTEX-TSE9-2826-SM-4DXTF	GTEX-U3ZN-1626-SM-4DXTZ
ENSG00000147223.5	0.3485	0.1779	0.2347	0.1242	0	0.06479	0.2317	0.2552	0
ENSG00000165376.10	0.07713	0.1476	0.03246	0.06869	0.2787	0.2151	0.171	0	0.2079
ENSG00000231144.1	0	0	0	0	0	0	0	0	0
ENSG00000089682.16	8.769	4.864	6.074	3.784	4.751	4.995	4.063	3.978	4.432
ENSG00000198088.10	1.014	0.3438	0.08004	0.6493	0.4836	0.9428	2.81	0.5803	2.523
ENSG00000213569.4	0.09686	0	0.163	0	0	0	0	0	0.2409
ENSG00000199832.1	0	0	0	0	0	0	0	0	0
ENSG00000080572.12	0.0613	0	0.02579	0	0	0	0	0	0
ENSG00000204053.6	0	0.03512	0	0	0	0	0	0	0
ENSG00000215007.3	0	0	0.08343	0	0.0796	0.09213	0	0.04537	0
ENSG00000214720.4	0	0	0	0	0	0	0	0	0
ENSG00000227610.1	0	0	0	0	0	0	0	0	0
ENSG00000147234.10	0.1569	0.2044	0.2256	0.594	0.7351	0.7171	0.1449	0.5387	0.09217
ENSG00000147224.10	47.6	38.85	30.69	58	52.34	44.46	27.7	48.35	20.36
ENSG00000157514.16	251.2	76.49	262	344	573.6	352.3	667.1	308	73.2
ENSG00000170935.7	0.1474	0.2068	0.07442	0.2625	0.142	0.3561	0.294	0.2428	0.09775
ENSG00000080561.13	19.81	8.192	10.81	9.902	10.02	11.28	12.12	14.65	11.7
ENSG00000236064.1	0.05663	0	0.04767	0	0	0	0.2824	0	0.1409
ENSG00000207363.1	0	0	0	0	0	0	0	0	0
ENSG00000225728.2	0	0	0	0	0	0	0	0	0.3874
ENSG00000277883.1	0	0.08461	0.0279	0.1476	0	0.1233	0.1837	0	1.127
ENSG00000170925.3	0	0	0	0	0.1142	0.1322	0	0	0
ENSG00000101842.13	0	0.02299	0.03033	0.03209	0.0868	0.1005	0.3394	0.01649	0.2988
ENSG00000101843.18	54.51	63.25	67.82	81.24	67.56	67.24	56.21	56.94	41.74
ENSG00000101844.17	11.55	9.791	8.202	13.54	10.42	8.438	9.904	7.514	9.12
ENSG00000197565.15	22.45	39.88	38.08	28.75	35.55	29.13	6.25	24.41	3.05
ENSG00000189372.4	0.7444	0	0	0	0	0	0.1375	0.2271	0.1029
ENSG00000188153.12	78.46	144.6	97.04	49.21	77.22	80.54	17.73	75.7	9.576
ENSG00000207146.1	3.872	5.999	5.121	0.9851	4.885	4.112	1.226	2.025	0
ENSG00000261409.1	6.669	10.65	5.563	6.931	5.46	6.595	0.617	6.831	0.03929
ENSG00000280322.1	2.784	1.954	0.6092	1.735	0.5365	1.138	0.1234	1.325	0
ENSG00000133124.11	1.574	1.353	0.9203	2.612	2.741	2.787	0.1836	1.501	0.02747
ENSG00000237863.2	7.877	8.298	12.43	3.969	8.323	8.862	1.091	6.309	0.3437
ENSG00000201443.1	0	0	0	0	0	0	0	0	0
ENSG00000275110.1	0	0	0	0	0	1.123	0	0	0
ENSG00000215000.4	0	0	0	0	0	0	0	0	0
ENSG00000101890.4	0.1593	0.3355	1.368	0.1277	0.08957	0.07405	0.2649	0.175	0
ENSG00000101888.11	6.818	4.88	7.12	7.242	7.631	6.732	9.118	4.844	8.2
ENSG00000233874.2	0	0.04167	0.05498	0	0	0	0	0	0
ENSG00000176076.7	0.3394	0.2436	0.5713	0.34	0.5451	0.7886	0.4701	0.1553	0.1055
ENSG00000068366.19	21.48	16.32	18.4	24.88	23.66	21.05	13.17	13.78	17.79
ENSG00000237319.1	0	0	0	0	0	0	0	0	0
ENSG00000252069.1	0	0.3529	0	0	0	0	0	0	0
ENSG00000225381.2	0	0	0	0	0	0	0	0	0
ENSG00000157600.11	11.53	7.68	10.65	9.872	11.63	8.456	13.55	6.986	13.26
ENSG00000208013.3	0	0	0	0	0	0	0	0	0
ENSG00000265584.1	0	0	0	0	0	0	0	0	0
ENSG00000101935.9	4.677	4.056	4.9	3.599	4.23	4.432	11.23	2.993	10.42
ENSG00000208883.1	0	0	0	0	0	0	0	0	0
ENSG00000224142.1	0	0	0	0	0	0	0	0	0
ENSG00000133136.4	0	0.3648	0	0	0	0	0	0.2617	0
ENSG00000243978.8	0.08563	0.1775	0.1081	0.2288	0.4383	0.3979	0.02372	0.2743	0
ENSG00000225366.4	0	0	0	0	0.1052	0	0	0	0
ENSG00000228042.2	0	0	0	0	0	0	0	0	0
ENSG00000101938.14	68.77	22.6	30.27	104.3	55.35	29.02	5.822	95.32	0.8387
ENSG00000077264.14	3.065	1.12	0.2802	1.038	1.078	2.08	0.9858	2.737	0.1523
ENSG00000226112.1	0	0	0	0	0	0	0	0	0
ENSG00000234349.1	0	0	0	0	0	0	0	0	0
ENSG00000077274.8	15.01	13.02	3.071	9.188	5.714	19.29	0.3309	17.98	0.22
ENSG00000077279.18	0.0232	0.07771	0	0.1343	0.05589	0.02156	0	0.04247	0
ENSG00000251954.1	0	0	0	0	0	0	0	0	0
ENSG00000223904.2	0	0	0	0	0.07947	0	0	0	0
ENSG00000260802.1	32.59	3.253	1.445	37.55	2.557	10.72	0.02757	9.746	0
ENSG00000229939.1	2.681	2.763	2.43	0.9182	0.1656	2.683	1.371	4.53	1.539
ENSG00000225031.1	2.154	0.8538	1.017	0.2326	0.8126	0.5764	0.3979	0.6573	0.3248
ENSG00000236189.2	0	0	0	0	0	0	0.1269	0	0
ENSG00000101901.11	35.85	24.74	27.99	19.34	16.78	16.91	14.18	23.83	7.397
ENSG00000201420.1	0	0	0	0	0	0	0	0	0
ENSG00000229487.1	0.607	0.9681	1.277	0	0.4874	1.41	0	1.111	0
ENSG00000072315.3	0	0.01293	0.01706	0.01805	0.03255	0.0471	0	0.03711	0
ENSG00000204025.7	0	0.02501	0.033	0	0.03148	0.03644	0	0.07177	0
ENSG00000271421.1	0	0	0	0	0	0	0	0	0
ENSG00000271464.1	0	0	0	0	0	0	0	0	0
ENSG00000271400.1	0	0	0	0	0	0.06635	0	0	0
ENSG00000187823.3	0	0	0	0	0.03637	0	0	0	0
ENSG00000182508.13	0.1353	0.0863	0.1423	0.1506	0.02716	0.2829	0	0.06191	0.1963
ENSG00000200436.1	0	0	0	0	0	0	0	0	0
ENSG00000213652.3	0	0	0	0	0	0	0	0	0
ENSG00000126016.15	17.09	15.38	26.84	6.383	21.85	15.01	8.393	10.57	2.945
ENSG00000243011.3	0	0	0	0	0	0	0	0	0
ENSG00000252930.1	0	0	0	0	0	0	0	0	0
ENSG00000235329.2	0	0	0	0	0	0	0	0	0
ENSG00000220541.4	0	0	0	0	0	0	0	0	0
ENSG00000241743.2	0	0	0	0	0	0	0	0	0
ENSG00000270524.1	0	0	0	0	0	0	0	0	0
ENSG00000201674.2	0	0	0	0	0	0	0	0	0
ENSG00000207220.1	0	0	0	0	0	0	0	0	0
ENSG00000240327.3	0	0	0	0	0	0	0	0	0
ENSG00000212611.1	0	0	0	0	0	0	0	0	0
ENSG00000230502.1	0	0	0	0	0	0	0	0	0
ENSG00000271686.1	0	0	0	0.06596	0	0	0	0	0
ENSG00000226547.2	0	0	0	0	0	0	0	0	0
ENSG00000147246.9	0.1222	0.6784	0.02057	0.06531	0.1178	0.06816	0.1084	0.02238	0.2027
ENSG00000224664.2	0	0	0	0	0	0	0	0	0
ENSG00000208839.1	0	0	0	0	0	0	0	0	0
ENSG00000212100.2	0	0	0	0	0	0	0	0	0
ENSG00000222321.1	0	0	0	0	0	0	0	0	0
ENSG00000276158.2	0	0	0	0	0	0	0	0	0
ENSG00000221710.1	0	0	0	0	0	0	0	0	0
ENSG00000222715.1	0	0	0	0	0	0	0	0	0
ENSG00000224773.2	0	0.05815	0.05114	0.1082	0.04879	0.02824	0	0	0
ENSG00000199001.1	0	0	0	0	0	0	0	0	0
ENSG00000270413.1	0	0	0	0	0	0	0	0	0
ENSG00000123496.7	0.6551	2.09	0.3982	0.1945	0.6138	1.894	0.1613	0.1999	0.06036
ENSG00000222122.1	0	0	0	0	0	0	0	0	0
ENSG00000238223.1	0	0	0	0	0	0	0	0	0
ENSG00000236080.2	0	0	0	0	0	0	0	0	0
ENSG00000130224.14	18.53	16.78	19.84	10.74	23.84	17.16	2.408	15.06	0.4878
ENSG00000271907.1	0	0	0.3861	0	0	0.4264	0	1.26	0
ENSG00000212241.1	0	0	0	0	0	2.926	0.6977	0	0
ENSG00000175718.9	0.2923	0.07679	0.1013	0	0	0	0	0.2518	0
ENSG00000235656.1	0	0.1187	0	0	0	0.3459	0	0	0
ENSG00000102021.10	0	0	0	0	0.05503	0.03185	0	0	0
ENSG00000274374.1	0	0	0	0	0	0	0	0	0
ENSG00000271021.1	0	0.1634	0	0	0	0.3572	0	0.1173	0.2124
ENSG00000271826.5	1.569	0.9098	0.5761	0.6096	0.3893	1.272	0.06321	1.07	0.7804
ENSG00000252441.1	0	0.4661	0	0	0	0	0	0	0
ENSG00000102024.17	144	126.7	134.2	88.34	196.6	182.3	185.1	135.2	178.5
ENSG00000270431.1	0	0	0	0	0	0	0	0	0
ENSG00000227881.1	0.09553	0	0	0.08508	0	0.04439	0	0	0
ENSG00000234785.1	0.04518	0.3459	0.3802	0.04023	0.1451	0.2939	0	0.4549	1.536
ENSG00000228532.4	0.822	0.2622	0.173	0.366	0.33	0.573	0	0	0.3408
ENSG00000229335.1	0	0	0	0	0	0	0	0	0
ENSG00000235244.3	0.3131	0.3269	0.2156	0	0.04572	0.4233	0.09464	0	0.1416
ENSG00000266828.2	0	0	0.1617	0	0	0	0	0	0
ENSG00000231371.1	0	0	0	0	0	0	0	0	0
ENSG00000234558.1	0.1176	0	0.06597	0.1047	0.1259	0.1457	0	0	0.0325
ENSG00000180772.6	0	21.16	0.2074	0.2195	0.4287	1.431	0.04551	0.03759	0
ENSG00000207033.1	0	0	0	0	0	0	0	0	0
ENSG00000268104.2	0.1047	0.1169	0	0.03498	0	0.03651	15.15	0.03595	15.9
ENSG00000204019.4	0	0	0	0	0	0.2007	0	0	0.1791
ENSG00000236077.2	0	0	0	0	0	0	0	0	0
ENSG00000237860.1	0	0	0	0	0	0	0	0	0
ENSG00000230159.1	0	0.2212	0	0	0	0	0	0.529	0
ENSG00000224217.1	0.3401	0	0.2863	0	0	0	0	0	0
ENSG00000206752.1	0	0	0	0	0	0	0	0	0
ENSG00000213526.3	0.5654	0.1202	0	0.6714	0.1513	0.2628	0	0.1725	0.6251
ENSG00000238066.1	0	0	0	0	0	0	0	0	0
ENSG00000224314.1	0	0	0	0	0	0	0	0	0
ENSG00000279587.1	0.5626	3.015	0.8996	1.152	1.084	1.882	0.3117	0.309	0
ENSG00000003096.14	10.53	18.56	9.073	15.36	26.72	26.51	2.855	12.51	1.258
ENSG00000200291.1	1.16	0	0	0	0	0	0	0	0
ENSG00000237458.1	0	0	0	0	0	0	0	0	0.1811
ENSG00000234524.1	0	0	0	0	0	0	0	0	0
ENSG00000270619.1	0	0.3974	0	0	0	0	0	0	0
ENSG00000131725.13	18.1	14.62	16.04	15.64	22.27	17.45	12.46	10.48	16.42
ENSG00000221463.3	0	0	0	0	0	0	0	0	0
ENSG00000147251.15	17.9	13.81	27.93	13.8	30.09	24.54	6.509	19.09	2.687
ENSG00000206862.1	0	0	0.8975	0	0	0	0	0	0
ENSG00000230399.1	0.7061	0.2048	0.7293	0.05716	0.1031	0.05966	0.1067	0.2644	0
ENSG00000131724.10	33.84	27.24	30.03	51.02	45.39	38.75	53.87	29.53	64.41
ENSG00000239182.1	0	0	0	0	0	0	0	0	0
ENSG00000250995.1	0.7802	0.6399	1.829	1.042	1.387	0.9841	2.038	0.6631	4.436
ENSG00000174460.3	11.94	83.43	0.04465	62.15	128.9	61.46	2.998	16.34	0.08798
ENSG00000203650.8	0.2146	0.05867	0.0129	0.06825	0.04923	0.05698	0.01699	0	0.1398
ENSG00000224341.1	0.1234	0.07874	0	0.1099	0	0.05736	0	0.05649	0
ENSG00000231270.1	0	0	0	0	0	0	0	0	0
ENSG00000175556.16	2.841	0.953	0.8259	1.761	2.564	1.579	0.422	4.29	0.06072
ENSG00000277535.2	0	0	0	0	0.08286	0	0	0	0
ENSG00000250423.2	0.1059	0.1062	0.01273	0	0.01215	0.02109	0.01676	0.006924	0
ENSG00000227864.1	0	0	0	0	0	0	0	0	0
ENSG00000230170.1	0.5542	0	0	0.1097	0	0	0	0.1127	0
ENSG00000270625.1	0	0	0	0	0	0	0	0	0
ENSG00000101856.9	141.2	218.8	299.3	134.6	243.6	213.8	148.8	178.4	91.52
ENSG00000214992.6	0.04353	0	0.07328	0	0	0.08092	0	0.03985	0
ENSG00000230392.1	0	0.01299	0.0514	0	0	0.01892	0	0.01863	0.01688
ENSG00000226661.1	0.1864	0	0	0	0.2245	0.3465	0	0.1706	0
ENSG00000227814.3	0	0	0.2535	0	0	0	0	0	0
ENSG00000077713.18	20.23	19.42	27.71	18.26	16.25	13.58	26.95	17.04	31.02
ENSG00000237903.1	1.23	1.221	0.9203	0.2434	0	0	0.6059	1.126	0.2267
ENSG00000207175.1	1.083	0.2302	0	0.6427	0	0.3354	0	0.9909	0
ENSG00000266420.2	0.7839	0.6251	1.814	0	0	0.1821	0.4343	0.1794	0.4875
ENSG00000252147.1	0	1.869	1.48	0	0.4705	0	2.597	0	0
ENSG00000224281.4	2.107	2.461	1.059	0.8528	1.846	2.441	0.849	1.453	0.8621
ENSG00000005022.5	140.4	151.2	122.4	294.4	190.8	207.1	501.2	224.2	465.3
ENSG00000018610.13	19.52	21.69	24.73	17.28	23.78	26.33	18.05	20.47	11.75
ENSG00000077721.15	61.06	58.46	72.12	76.76	69.58	75.79	68.43	55.99	63.85
ENSG00000186416.13	11.44	10.49	10.33	9.199	8.248	7.038	9.102	8.904	6.971
ENSG00000125354.22	30.83	13.52	15.27	20.93	19.99	17.03	8.37	20.5	6.569
ENSG00000211578.3	0	0	0	0	0.4281	0	0	0	0
ENSG00000279601.1	0.1425	0.1212	0	0	0.07628	0.1766	0.05264	0.1304	0
ENSG00000187808.4	0.9152	0.1946	0.1605	0.2038	0.3062	0.2126	0.08452	0.2094	0.2529
ENSG00000198918.7	356.9	197	224.8	163.6	125.8	110.4	143	261.6	121
ENSG00000206622.1	0	0	0	0	0	0	0	0	0
ENSG00000125351.11	36.06	26.78	31.18	21.31	19.31	20.31	17.22	23.94	13.83
ENSG00000125352.5	27.78	27.35	31.5	23.75	26.25	23.59	19.9	27.73	16.2
ENSG00000125356.6	232.1	366.5	361.4	256.7	245.2	249.8	230.7	263.6	170.5
ENSG00000186471.12	0.05261	0.2685	0.2657	0.0937	0	0.04889	0	0.0963	0
ENSG00000101882.9	9.474	7.618	9.21	7.888	7.94	6.906	4.171	9.058	2.744
ENSG00000282933.2	0.05594	0.2855	0.1412	0.1744	0.06738	0.104	0.248	0.256	0.116
ENSG00000282850.2	0	0	0	0.315	0	0	0	0.1079	0
ENSG00000234493.3	0.23	0	0.129	0	0	0	0	0.6315	0
ENSG00000258545.5	0.4078	0.153	0.323	0.02136	0.09632	0.2007	0.6114	1.142	0.1989
ENSG00000203989.4	0	0	0.01739	0	0	0	0.0458	0	0
ENSG00000101883.4	5.926	6.628	4.534	1.576	1.421	1.502	0.3411	2.466	0.5105
ENSG00000228139.1	3.182	1.083	1.428	0.3778	0.511	0.1971	0	0.5825	0.3518
ENSG00000233382.6	3.446	2.482	3.135	1.469	1.607	1.55	1.376	1.17	0.507
ENSG00000131721.5	0.1224	0.01302	0.03435	0	0	0.03793	0	0	0.03384
ENSG00000227541.1	0	0.7134	0.1448	0.1532	0	0.1599	0	0	0.1426
ENSG00000237757.2	0.405	0.4594	0.3788	0.4409	0.07228	0.2928	0.3491	0.206	0.1119
ENSG00000177485.6	12.36	6.865	8.822	6.726	7.809	6.999	10.64	5.536	11.73
ENSG00000125355.15	21.25	17.83	68.88	8.689	40.6	32.41	8.67	26.71	2.684
ENSG00000232042.1	0	0	0	0	0	0.275	0	0	0
ENSG00000101892.11	0.0496	0.03164	0.1148	0.02208	0.05974	0.06914	0.01374	0.03405	0
ENSG00000005893.15	54.04	73.35	92.99	74.31	69.91	116.2	80.05	66.28	82.33
ENSG00000251707.2	0	0	0	0	0	0	0	0	0
ENSG00000158290.16	59.38	40.01	39.62	49.03	42.89	45.12	28.43	47.81	31.25
ENSG00000232119.7	25.89	22.6	20.86	23.65	14.87	16.65	19.9	19.9	22.36
ENSG00000171155.7	22.91	38.18	33.01	46.36	24.44	25.95	22.41	27.62	22.38
ENSG00000278317.1	0	0	0	0	0	0	0	0	0
ENSG00000181511.5	0	0	0	0	0	0	0	0	0
ENSG00000237828.1	0.1978	0	0	0.08806	0.0794	0	0	0	0
ENSG00000236446.3	0	0	0	0	0.07157	0	0.09877	0	0
ENSG00000271346.1	0	0	0	0	0	0	0	0	0
ENSG00000278646.1	0	0	0	0	0	0	0	0	0
ENSG00000226685.4	0	0	0	0	0	0	0	0	0
ENSG00000270678.1	0	0	0	0	0	0	0	0	0
ENSG00000226929.3	0	0	0	0	0	0	0	0	0
ENSG00000270493.1	0	0	0	0	0	0	0	0	0
ENSG00000224089.3	0	0	0	0	0	0	0	0	0
ENSG00000271154.1	0	0	0	0	0	0	0	0	0
ENSG00000226600.3	0	0	0	0	0	0	0	0	0
ENSG00000271041.1	0	0	0	0	0	0	0	0	0
ENSG00000230347.5	0	0	0	0	0	0	0	0	0
ENSG00000270397.1	0	0	0	0	0	0	0	0	0
ENSG00000228517.2	0	0	0	0	0	0	0	0	0
ENSG00000271502.1	0	0	0	0	0	0	0	0	0
ENSG00000226023.6	0	0	0	0	0.07322	0	0	0	0
ENSG00000271211.1	0	0	0	0	0	0	0	0	0
ENSG00000237957.6	0	0	0	0	0	0	0	0	0
ENSG00000270736.1	0	0	0	0	0	0	0	0	0
ENSG00000230594.3	0	0	0	0	0	0	0	0	0
ENSG00000270771.1	0	0	0	0	0	0	0	0	0
ENSG00000236126.3	0	0	0	0	0	0	0	0	0
ENSG00000270646.1	0	0	0	0	0	0	0	0	0
ENSG00000242362.2	0	0	0	0	0	0	0	0	0
ENSG00000270456.1	0	0	0	0	0	0	0	0	0
ENSG00000236371.5	0	0	0	0	0	0	0	0	0
ENSG00000270251.1	0	0	0	0	0	0	0	0	0
ENSG00000233433.1	0.07398	0.0236	0	0	0	0	0	0	0
ENSG00000182890.4	0.4036	0.833	0.5594	0.9514	0.5719	0.8825	0.4998	0.6084	0.433
ENSG00000234176.1	0.06457	0.1648	0	0.115	0.05185	0.09002	0.1431	0.02955	0.1874
ENSG00000265456.1	0	0	0	0	0	0	0	0	0
ENSG00000213498.3	0	0.07566	0	0	0	0	0.1314	0	0
ENSG00000260585.1	0.09475	0	0	0.02109	0.01902	0.04403	0	0.08673	0
ENSG00000237891.1	0	0	0	0	0	0	0	0	0
ENSG00000280142.1	0	0	0	0	0	0	0	0	0
ENSG00000232496.2	0	0.09377	0.1649	0	0	0	0.1086	0.04484	0.04062
ENSG00000212321.2	0	0	0	0	0	0	0	0	0
ENSG00000224236.3	0.07066	0	0	0	0.02837	0	0	0	0.05859
ENSG00000125675.17	8.379	3.604	19.33	2.861	4.273	4.386	5.371	3.76	0.5449
ENSG00000179101.5	0.4439	0.2832	0	0.1318	0.2376	0.1375	0	0	1.227
ENSG00000229733.1	0	0	0.212	0	0	0	0	0	0
ENSG00000228466.1	0	0	0	0.1591	0.07173	0	0.0495	0	0
ENSG00000125676.19	42.88	31.84	33.59	24.31	34.17	30.78	19.72	23.92	18.23
ENSG00000232149.1	7.761	4.539	6.26	2.592	3.116	6.913	3.942	4.736	5.095
ENSG00000230376.1	0	0	0	0	0	0	0	0	0
ENSG00000252178.1	0	0	0	0	0	0	0	0	0
ENSG00000226902.1	0	0	0	0	0	0	0	0	0
ENSG00000264933.2	0	0	0	0	0	0	0	0	0
ENSG00000199705.1	0	0	0	0	0	0	0	0	0
ENSG00000101966.12	15.52	13.71	14.27	18.41	17.76	16.92	13.89	10.2	16.7
ENSG00000237331.1	0	0	0.31	0	0	0.2282	0	0	0
ENSG00000252627.1	0	0	0.4655	0	0	0	0	0	0
ENSG00000237025.1	0.08371	0.2136	0.1409	0.1491	0	0.1556	0.1855	0.3065	0.1388
ENSG00000232412.1	2.185	3.928	2.507	2.299	1.435	1.292	0.4402	2.181	0.3293
ENSG00000101972.18	41.17	28.62	35.06	31.11	43.13	39.57	23.3	33.3	19.76
ENSG00000237426.1	0	0	0	0	0	0	0	0	0
ENSG00000252693.1	0	0	0	0	0	0	0	0	0
ENSG00000234564.1	0	0	0	0	0	0	0	0	0
ENSG00000183918.15	3.57	0.4685	0.5838	0.5087	0.6716	0.4551	1.356	0.5415	0.3721
ENSG00000232054.1	0	0	0.1116	0.05902	0	0	0	0	0
ENSG00000226532.1	0	0	0	0.6274	0	0	0	0	0
ENSG00000282419.2	0	0	0	0	0.02261	0	0	0	0
ENSG00000009694.13	0.6781	0.9965	1.803	0.2665	0.7886	0.3912	0.6271	0.7191	0.2792
ENSG00000236880.1	0	0	0	0	0	0	0	0	0
ENSG00000232599.1	0	0	0.3731	0.0987	0.08899	0	0	0.6087	0
ENSG00000282815.1	0	0	0.009776	0	0	0	0	0	0
ENSG00000213489.3	0	0	0.08855	0.0937	0.08448	0	0	0	0
ENSG00000280223.1	0	0	0	0	0	0	0	0	0
ENSG00000237208.1	0	0	0	0	0	0	0	0	0
ENSG00000198354.6	3.188	2.76	9.544	0.7503	1.737	1.545	0.2271	1.647	0.07552
ENSG00000230916.2	0.08467	0.05401	0.1425	0.1508	0.136	0.07869	0.3753	0.155	0.0702
ENSG00000231501.1	0.3769	0	0	0	0	0	0	0	0.3125
ENSG00000232177.1	0.8944	0.4755	0	0.531	2.753	0.4157	0.6608	0.4094	0.3708
ENSG00000274901.1	0	0	0	0	0	0	0	0	0
ENSG00000198889.4	0.525	0.08931	0.5008	0.06234	0.281	0.1301	0.03878	0.3203	0
ENSG00000226414.1	0	0	0	0	0	0	0	0	0
ENSG00000183631.4	0	0	0	0	0	0.08958	0	0	0
ENSG00000230538.1	0	0	0	0.02469	0	0	0	0	0
ENSG00000280275.1	0	0	0	0	0	0	0	0	0
ENSG00000274631.1	0	0	0	0	0	0	0	0	0
ENSG00000260683.1	0	0	0	0	0	0	0	0	0
ENSG00000235274.1	0	0	0	0	0	0	0	0	0
ENSG00000224548.1	0	0	0	0	0	0	0	0	0
ENSG00000123165.8	0	0	0	0.07335	0.1323	0	0	0	0
ENSG00000236042.2	0	0	0	0	0	0	0	0	0
ENSG00000235334.1	0	0	0	0	0	0	0	0	0
ENSG00000235239.1	0	0	0	0	0.08463	0	0	0	0
ENSG00000235735.1	0	0	0	0	0	0	0	0	0
ENSG00000225689.1	0	0.157	0.2071	0.1096	0	0	0	0	0
ENSG00000226802.1	0	0	0	0	0	0	0	0	0
ENSG00000218728.3	0	0	0	0	0	0	0	0	0
ENSG00000223995.2	0	0	0	0	0	0	0	0	0
ENSG00000234592.1	0	0	0	0	0.02884	0.06675	0	0	0
ENSG00000226339.1	0	0	0	0	0	0	0	0	0
ENSG00000201518.1	0.5015	0	0	0	0	0	0	0	0
ENSG00000102038.15	63.95	67.2	109.1	48.47	55.61	53.64	15.49	48.61	13.01
ENSG00000252170.2	0	0	0	0	0	0	0	0	0
ENSG00000122126.15	37.34	28.6	57.17	32.88	33.16	31.5	21.27	40.73	17.11
ENSG00000171388.11	0.3324	0.966	0.373	1.595	0.6524	0.5492	0.2046	0.7944	1.791
ENSG00000122121.10	3.585	8.091	14.35	12.48	12.22	6.113	2.042	1.408	0.5608
ENSG00000122122.9	3.195	1.529	3.266	6.809	6.03	3.712	6.5	1.588	3.274
ENSG00000240143.1	0.2845	0.1815	0	0	0	0.5289	1.892	0	0
ENSG00000275070.1	2.424	1.031	1.36	0.8994	0.6488	0.5632	0.4477	0.7395	0.6699
ENSG00000188706.12	21.21	14.34	29.49	30.53	17.08	17.06	17.1	24.02	13.85
ENSG00000235189.1	2.608	0.9403	1.431	0.4039	0.2731	0	0	1.557	0
ENSG00000238040.1	0.04067	0	0.1027	0	0	0	0	0.01862	0
ENSG00000156697.12	21.99	17.22	14.9	20	14.86	14.91	11.71	15.23	8.509
ENSG00000085185.15	11.31	13.44	16.7	13.91	13.36	13.02	4.175	11.29	5.014
ENSG00000102034.16	15.15	21.98	20.84	23.53	25.89	33.57	16.58	16.19	21.64
ENSG00000156709.13	18.08	24.73	20.28	23.86	22.55	27.2	17.7	18.76	16.75
ENSG00000134594.4	2.493	2.311	3.682	1.173	4.118	16.83	0.7299	14.51	0.4681
ENSG00000056277.15	11.43	9.622	12.24	6.551	7.712	7.905	3.878	6.733	2.308
ENSG00000202304.1	0	0	0	0	0	0	0	0	0
ENSG00000225046.2	0	0	0	0	0.2231	0	0	0	0
ENSG00000102078.15	12.63	13.34	12.98	7.567	7.912	8.135	7.759	8.803	3.946
ENSG00000147262.3	0	0	0	0	0.09429	0	0	0	0
ENSG00000134597.15	51.86	43.27	34.81	22.45	23.52	36.1	14.27	40.97	12.35
ENSG00000274775.2	0.06566	0.03999	0.04522	0.002658	0.05033	0.04438	0.006615	0.03551	0
ENSG00000221930.6	0.2297	0.04884	0.1611	0	0	0.03558	0.1697	0.03504	0.127
ENSG00000271677.1	0	0	0	0	0	0	0	0	0
ENSG00000165675.16	8.644	8.612	8.579	9.065	14.47	18.63	9.702	7.381	5.034
ENSG00000238188.1	0	0.1252	0.2478	0	0	0	0.2175	0.3593	0.3255
ENSG00000228659.1	0	0	0	0	0	0	0	0	0
ENSG00000147256.11	0	2.606	0.09419	0.1993	2.576	0.7281	0.04134	0.03415	0.03093
ENSG00000241198.3	0	0	0	0	0	0	0	0	0
ENSG00000237650.1	0	0	0	0	0	0	0	0	0
ENSG00000276205.1	0	0	0	0	0	0	0	0	0
ENSG00000147255.18	2.543	4.53	3.193	1.674	1.314	1.513	0.2697	1.721	0.1044
ENSG00000185903.9	0	0	0	0	0	0	0	0	0
ENSG00000229082.1	0	0	0	0	0	0	0	0	0
ENSG00000242610.1	0	0	0	0	0	0	0	0	0
ENSG00000234288.1	0	0	0	0	0	0	0	0	0
ENSG00000230973.1	0	0	0	0	0	0	0	0	0
ENSG00000228450.2	0	0	0	0	0	0	0	0	0
ENSG00000171054.7	0	0	0.05373	0	0.2051	0	0	0	0
ENSG00000237225.1	0	0	0	0	0	0	0	0	0
ENSG00000232787.1	0	0	0	0	0	0	0	0	0
ENSG00000235730.1	0	0	0	0	0	0	0	0	0
ENSG00000227183.3	0	0	0	0	0	0	0.2603	0	0.5842
ENSG00000213468.4	2.289	0.5292	0.3361	1.3	0.5057	0.3854	0.3234	0.2531	0.03821
ENSG00000241418.1	0	0	0	1.387	0.3126	0.3619	0.863	0	0
ENSG00000228089.1	0.1376	0	0.2317	0.3677	0	0	0	0.5039	0
ENSG00000235190.1	0	0	0	0	0	0	0	0	0
ENSG00000200587.1	0	0	0	0	0	0	0	0	0
ENSG00000134602.15	14.61	12.28	6.935	11.06	19.94	22.86	19.63	19.41	12.25
ENSG00000165694.9	0.2849	0.4089	0.1798	0.07928	0.6291	0.7943	0	1.336	0
ENSG00000228819.1	0	0	0	0	0	0	0	0	0
ENSG00000123728.9	34.85	18.66	23.25	22.78	24.18	29.37	23.61	27.08	21.61
ENSG00000232160.6	3.868	1.881	1.864	1.381	2.49	3.231	1.851	2.839	0.9466
ENSG00000076770.14	3.75	2.767	2.025	1.953	3.483	3.792	5.989	1.639	5.627
