"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation_status"
"ENST00000542330",3.5728776242761,-4.96700146127545,0.248790475103364,-19.9645965514228,1.11927957096552e-88,3.61019279516844e-88,"Downregulated"
"ENST00000542335",6.27565629907677,-5.92202915543691,0.235674492543153,-25.128002150477,2.4589395258789e-139,1.50090334025382e-138,"Downregulated"
"ENST00000542341",0.592401980692882,-2.55583303425357,0.255793887369313,-9.99176743642622,1.65602275387025e-23,2.52331901700531e-23,"Downregulated"
"ENST00000542344",1.85100616336468,-4.06567437780844,0.236686998976728,-17.1774300886218,3.91891721225467e-66,9.69608533345883e-66,"Downregulated"
"ENST00000542389",6.72689141324889,-5.96600201894637,0.256220021061609,-23.2846831962122,6.33793035164354e-120,3.02984161466002e-119,"Downregulated"
"ENST00000542398",3.7232795842778,-5.21303679151023,0.230478377075874,-22.6183334751359,2.86083498060472e-113,1.2614572176309e-112,"Downregulated"
"ENST00000542403",0.474093208137148,-2.2210794121084,0.265847348341533,-8.35471719377466,6.55896607853069e-17,9.24938299736775e-17,"Downregulated"
"ENST00000542440",1.23612807481595,-3.55328964751232,0.239036496492767,-14.865050733455,5.55727766568944e-50,1.13706621755504e-49,"Downregulated"
"ENST00000542447",11.5860041055951,-6.82213703314108,0.22713627830133,-30.0354354846411,3.38340087958656e-198,4.3855192182048e-197,"Downregulated"
"ENST00000542471",1.82772328508875,-4.06791565436558,0.234552890338693,-17.3432765995402,2.21729051322882e-67,5.56865212298021e-67,"Downregulated"
"ENST00000542475",1.55108583863575,-3.90098019089749,0.235610326027496,-16.5569152111026,1.4272644113308e-61,3.34785456404075e-61,"Downregulated"
"ENST00000542509",1.38025001519883,-3.79042530419225,0.249263545657606,-15.2064967791113,3.20226960417292e-52,6.72040073158665e-52,"Downregulated"
"ENST00000542515",0.60155443510275,-2.54765164356768,0.257098059922311,-9.90926047570145,3.79444298299813e-23,5.75896009661037e-23,"Downregulated"
"ENST00000542526",0.793486667896569,-3.06203151958053,0.247548445763424,-12.369423326967,3.82558073109085e-35,6.65486590310417e-35,"Downregulated"
"ENST00000542527",2.34986282162657,-4.52188922007703,0.230626484283192,-19.6069815404396,1.34798213396853e-85,4.19040187958655e-85,"Downregulated"
"ENST00000542541",0.978149821574936,-3.28548195962448,0.243668121463742,-13.4834295922184,1.95789982539132e-41,3.65217339893985e-41,"Downregulated"
"ENST00000542552",0.589462120202094,-2.60467933006774,0.260458027979695,-10.0003802926389,1.51812932056571e-23,2.31387153214178e-23,"Downregulated"
"ENST00000542569",5.64712516720131,-5.72446008102224,0.225601104206035,-25.3742555967025,4.85294648583713e-142,3.06248096296946e-141,"Downregulated"
"ENST00000542638",1.78715853970711,-4.13971023265754,0.234398054402243,-17.6610264245347,8.37036024212392e-70,2.1658135090896e-69,"Downregulated"
"ENST00000542643",3.30524109957873,-5.06559237299246,0.244770898803438,-20.6952394984682,3.82324087015121e-95,1.34075339494763e-94,"Downregulated"
"ENST00000542651",0.751875077649729,-2.77633412622818,0.261686356912822,-10.6093957628562,2.69486150384025e-26,4.23814525804746e-26,"Downregulated"
"ENST00000542652",11.1200739602413,-6.75594678764343,0.230050612228023,-29.3672193358348,1.44047112829366e-189,1.66996392278497e-188,"Downregulated"
"ENST00000542698",0.315300534016908,-1.84915407656408,0.277213496788341,-6.67050521705279,2.54924312017577e-11,3.35599662070173e-11,"Downregulated"
"ENST00000542700",1.26343283058553,-3.5325029449917,0.240985059477707,-14.6585973115835,1.1869981915647e-48,2.39718456967501e-48,"Downregulated"
"ENST00000542701",0.872144892283689,-3.0062208966345,0.247504879686644,-12.1461075855982,6.01623191959591e-34,1.03340749527697e-33,"Downregulated"
"ENST00000542728",1.35051189292347,-3.75838759411254,0.237568049935447,-15.8202569543075,2.25570199192049e-56,4.96644843686962e-56,"Downregulated"
"ENST00000542748",2.6439143648058,-4.74549782570973,0.23768514221304,-19.9654794638206,1.09967409076328e-88,3.54776404270622e-88,"Downregulated"
"ENST00000542751",1.79156134214791,-4.04369889781191,0.242524048498543,-16.6733935164215,2.04639392293544e-62,4.85018304187001e-62,"Downregulated"
"ENST00000542765",1.63516990019719,-3.90338716769313,0.241117455538567,-16.1887373893127,6.05584704903034e-59,1.37626703715367e-58,"Downregulated"
"ENST00000542783",1.54150348144121,-3.93752417886272,0.249975333296014,-15.7516508806891,6.6911474186727e-56,1.46508715625862e-55,"Downregulated"
"ENST00000542794",1.98819276996997,-4.30154722021141,0.232623685843519,-18.4914412503332,2.41999264716831e-76,6.73454726130038e-76,"Downregulated"
"ENST00000542802",1.04251010263185,-3.39648051733272,0.241788188029993,-14.047338478385,7.99839315753979e-45,1.54903927649714e-44,"Downregulated"
"ENST00000542817",17.2578448182303,-7.34617101134842,0.245169769053773,-29.9636086443316,2.92547290508118e-197,3.74173444503294e-196,"Downregulated"
"ENST00000542859",1.58802949753516,-3.94239182558995,0.235295163982271,-16.7550907501312,5.19815326434361e-63,1.24095029805987e-62,"Downregulated"
"ENST00000542922",1.24323832822969,-3.65248256595155,0.244053932386555,-14.9658828695553,1.22684909185993e-50,2.52776602967882e-50,"Downregulated"
"ENST00000542945",1.06517219190367,-3.35386664939727,0.243483585667925,-13.7745082084155,3.62845542108932e-43,6.90043158117735e-43,"Downregulated"
"ENST00000542946",0.297024772663514,-1.75706730617291,0.280798889085149,-6.2573869572543,3.91481220630538e-10,5.0721612439382e-10,"Downregulated"
"ENST00000542965",1.50100236911935,-3.8456062185973,0.236779894839218,-16.2412700673282,2.57536460345221e-59,5.88399562489009e-59,"Downregulated"
"ENST00000542973",1.36677375006527,-3.74597778969211,0.237019327340816,-15.8045246002478,2.89566413963793e-56,6.36656525894314e-56,"Downregulated"
"ENST00000542982",1.07850774671883,-3.38864540018012,0.241549783663917,-14.0287660323263,1.03944451521887e-44,2.010971587612e-44,"Downregulated"
"ENST00000543039",2.81031128130828,-4.74511034908208,0.229893083344937,-20.6405094056806,1.18803879125066e-94,4.14064311389134e-94,"Downregulated"
"ENST00000543067",2.3978670616243,-4.64376212732042,0.25294678616496,-18.3586524174771,2.81506409598186e-75,7.72819398941482e-75,"Downregulated"
"ENST00000543086",1.22148150408146,-3.47617657225129,0.240755758297109,-14.4386019958096,2.95780764827799e-47,5.8756505291357e-47,"Downregulated"
"ENST00000543095",1.94701029842721,-4.17714909364344,0.233332529919428,-17.9021291848412,1.13498522649039e-71,2.99679264779705e-71,"Downregulated"
"ENST00000543103",0.821544278768777,-2.8785995787106,0.271511606370887,-10.6021234863102,2.91289909632163e-26,4.57833646667442e-26,"Downregulated"
"ENST00000543117",5.79475755280661,-5.76749238635968,0.226645450117768,-25.447201271249,7.58146586702406e-143,4.83386709519786e-142,"Downregulated"
"ENST00000543119",0.697530310668402,-2.91710248314142,0.250469930974677,-11.6465176949178,2.3902809148415e-31,3.98949781163141e-31,"Downregulated"
"ENST00000543128",0.438375906034314,-2.25942929976739,0.266088805737906,-8.49126025238693,2.04408247225974e-17,2.89977029694648e-17,"Downregulated"
